object_name,label_family,source_support_status,candidate_target_label_available,nearest_available_source_fields,direct_or_proxy,promotion_ready,promotion_blocker
F563-V2,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
F563-V2,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
F563-V2,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
F563-V2,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
F563-V2,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
F568-V1,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
F568-V1,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
F568-V1,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
F568-V1,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
F568-V1,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
F568-V1,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
F568-V1,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
F568-V1,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
F583-1,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
F583-1,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
F583-1,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
F583-1,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
F583-1,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
F583-1,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
F583-1,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
F583-1,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
NGC0100,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
NGC0100,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
NGC0100,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
NGC0100,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
NGC0100,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
NGC0100,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
NGC0100,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
NGC0100,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
NGC1003,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
NGC1003,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
NGC1003,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
NGC1003,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
NGC1003,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
NGC1003,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
NGC1003,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
NGC1003,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
NGC3109,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
NGC3109,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
NGC3109,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
NGC3109,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
NGC3109,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
NGC3109,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
NGC3109,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
NGC3109,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
NGC3741,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
NGC3741,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
NGC3741,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
NGC3741,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
NGC3741,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
NGC3741,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
NGC3741,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
NGC3741,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
NGC5585,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
NGC5585,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
NGC5585,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
NGC5585,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
NGC5585,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
NGC5585,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
NGC5585,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
NGC5585,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
UGC00128,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
UGC00128,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
UGC00128,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
UGC00128,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
UGC00128,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
UGC00128,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
UGC00128,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
UGC00128,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
UGC00731,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
UGC00731,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
UGC00731,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
UGC00731,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
UGC00731,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
UGC00731,centroid offset,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct centroid offset map-level measurement.
UGC00731,lopsidedness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct lopsidedness map-level measurement.
UGC00731,warp / PA twist,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.
UGC01230,A/R mismatch,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.
UGC01230,H I asymmetry,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.
UGC01230,SFE/depletion,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement."
UGC01230,Vrot/sigma,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.
UGC01230,burstiness,rotation_curve_context_only,False,Rad;Vobs;errV;Vgas;Vdisk;Vbul;SBdisk;SBbul,rotation_curve_context_not_target_label,False,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.
