object_name,taxonomy_stage,m51_pseudotime_score,m54_hi_sfr_score,m56_hi_structural_score,gas_fraction_only_score,stellar_fraction_only_score,rhi_over_rd_only_score,quality_only_score,hi_compactness_from_m51,f_star_structural,f_gas_structural,RHI_over_Rdisk,quality_used_as_physical_feature,quality_only_separate_baseline,uses_map_level_dynamical_maturity,trained_on_endpoint_residuals,trained_on_A_inferred,quality_quarantine_flag,claim_boundary,organization_label_settled,organization_label_score
IC4202,mature_or_control,1.0,0.75,0.7897306966235008,0.8457337330268883,0.8457337330268883,0.7175568671848507,1.0,0.1295041994039555,0.8457337330268883,0.15426626697311177,6.7217573221757325,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6703756463172738
NGC0024,mature_or_control,0.5500511582606858,0.525025579130343,0.5671080094538752,0.6838210987557938,0.6838210987557937,0.7819569192963073,1.0,0.1552723059096176,0.6838210987557937,0.3161789012442063,5.440298507462686,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7824019726063639
NGC0100,failed_stalled,0.889973482387162,0.6949867411935811,0.6195316033117225,0.379102446806015,0.37910244680601496,0.5600737346322111,0.7,0.0921198668146503,0.37910244680601496,0.620897553193985,9.855421686746988,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.3855734141507814
NGC0801,true_falsifier_candidate,0.8143284579160999,0.6571642289580499,0.7191167564247225,0.8351130393642101,0.8351130393642101,0.7960733637582478,1.0,0.1623533792589834,0.8351130393642101,0.1648869606357899,5.159403669724771,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.789187253020455
NGC0891,mature_or_control,1.0,0.75,0.8011293129980508,0.9209839202625251,0.920983920262525,0.697464244153309,1.0,0.1231289232254949,0.920983920262525,0.07901607973747497,7.121568627450981,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6318659252241229
NGC1003,failed_stalled,0.9098233875851,0.70491169379255,0.5270038880192786,0.30364011967516735,0.3036401196751674,0.014982936100552235,1.0,0.046078992558672,0.3036401196751674,0.6963598803248326,20.701863354037265,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.3738806087009397
NGC1090,true_falsifier_candidate,1.0,0.75,0.7545945763278582,0.7551270976014745,0.7551270976014745,0.6212860502828341,1.0,0.1037624926513815,0.7551270976014745,0.24487290239852558,8.637393767705383,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5501768418325899
NGC2403,mature_or_control,1.0,0.75,0.6930400969700469,0.5412838794329375,0.5412838794329377,0.5090605243947789,1.0,0.0842424242424242,0.5412838794329377,0.4587161205670624,10.870503597122305,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5105108966030939
NGC2841,mature_or_control,1.0,0.75,0.7480409974027552,0.8785671753318778,0.8785671753318778,0.43241617986353154,1.0,0.0746513535684987,0.8785671753318778,0.12143282466812223,12.395604395604394,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5542143616632161
NGC2903,mature_or_control,1.0,0.75,0.8129525091547795,0.9234267464940172,0.9234267464940172,0.7585741048612614,1.0,0.1448104412678682,0.9234267464940172,0.07657325350598278,5.90557939914163,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7517342285708569
NGC2998,mature_or_control,1.0,0.75,0.7592769038505663,0.7075245007001539,0.7075245007001539,0.7021146839039052,1.0,0.1245480112494977,0.7075245007001539,0.29247549929984606,7.029032258064516,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6352352489850656
NGC3109,juvenile_forming,0.0,0.25,0.22646969381457072,0.13262055481877466,0.1326205548187747,0.862071081439301,1.0,0.2063492063492063,0.1326205548187747,0.8673794451812253,3.846153846153846,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.573996418462721
NGC3198,true_falsifier_candidate,1.0,0.75,0.6947284992798005,0.569708176180754,0.5697081761807541,0.4846272035899667,1.0,0.0809278350515464,0.5697081761807541,0.430291823819246,11.35668789808917,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4208310953437688
NGC3521,mature_or_control,1.0,0.75,0.7873436792842218,0.8847623064308691,0.8847623064308692,0.660647335673261,1.0,0.1129411764705882,0.8847623064308692,0.1152376935691309,7.854166666666668,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5715241143402278
NGC3741,juvenile_forming,0.5790697928386082,0.5395348964193041,0.3260617984469397,0.05467468562055777,0.05467468562055768,0.0,1.0,0.0454545454545454,0.05467468562055768,0.9453253143794422,21.0,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.3888942494661135
NGC3893,mature_or_control,1.0,0.75,0.7608282192388391,0.7914094783066582,0.7914094783066582,0.6153102593941213,1.0,0.1024978466838931,0.7914094783066582,0.2085905216933418,8.756302521008404,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5836879317079248
NGC3917,mature_or_control,0.7675428417901886,0.6337714208950943,0.6918633386244557,0.8139148839043014,0.8139148839043014,0.7863133642789375,1.0,0.1573907839616995,0.8139148839043014,0.18608511609569853,5.353612167300381,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8069742744447722
NGC3953,mature_or_control,0.9899496598299397,0.7449748299149699,0.8388238510356203,0.9493857994389996,0.9493857994389996,0.876743689829732,1.0,0.2195779074988774,0.9493857994389996,0.050614200561000404,3.554192229038855,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8301717168479605
NGC3972,mature_or_control,0.7257610080544021,0.6128805040272011,0.6812363750791722,0.8163351199847119,0.8163351199847119,0.8236791801080777,1.0,0.178250204415372,0.8163351199847119,0.18366488001528816,4.610091743119266,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8184681126377343
NGC3992,mature_or_control,1.0,0.75,0.7891078718478046,0.8371238370913012,0.8371238370913012,0.7235339641188216,1.0,0.1315300981172102,0.8371238370913012,0.1628761629086988,6.602822580645161,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7116682643074945
NGC4088,true_falsifier_candidate,1.0,0.75,0.7698039199571706,0.8305981179736397,0.8305981179736398,0.6219575993232513,1.0,0.1039065646395489,0.8305981179736398,0.1694018820263603,8.624031007751938,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5662844556272452
NGC4100,mature_or_control,1.0,0.75,0.7812249143792529,0.8780208298223735,0.8780208298223735,0.6332163369495851,1.0,0.1063829787234042,0.8780208298223735,0.12197917017762648,8.4,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6030037652935188
NGC4157,mature_or_control,1.0,0.75,0.7544908184218622,0.8283846201869849,0.8283846201869849,0.5335289538542789,1.0,0.0878455130632336,0.8283846201869849,0.17161537981301506,10.383620689655173,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5868819063328693
NGC4183,mature_or_control,0.351364552237024,0.425682276118512,0.44529060328133435,0.5374936272438549,0.5374936272438549,0.7658974411758652,1.0,0.147932131495228,0.5374936272438549,0.46250637275614515,5.759856630824372,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7349289448337464
NGC4217,mature_or_control,1.0,0.75,0.8156572761852716,0.9260163936134734,0.9260163936134734,0.7698969824049594,1.0,0.1496945010183299,0.9260163936134734,0.0739836063865266,5.680272108843537,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7797598914259906
NGC4559,true_falsifier_candidate,1.0,0.75,0.70262775874548,0.5562627137766095,0.5562627137766095,0.5489789406509253,1.0,0.0902837489251934,0.5562627137766095,0.4437372862233905,10.076190476190476,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5270304267120406
NGC5005,mature_or_control,0.8936337039666468,0.6968168519833234,0.8459792737627422,0.9813051270337703,0.9813051270337703,1.0,1.0,0.4758308157099697,0.9813051270337703,0.018694872966229754,1.1015873015873017,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7951818389787029
NGC5033,mature_or_control,0.8186458227180256,0.6593229113590128,0.7056202306329178,0.7859578061088343,0.7859578061088343,0.7677563037057924,1.0,0.1487460363217065,0.7859578061088343,0.21404219389116572,5.722868217054264,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7917010105796597
NGC5055,true_falsifier_candidate,1.0,0.75,0.7502035274667405,0.830635017923709,0.830635017923709,0.5047513162093171,1.0,0.0836382645060115,0.830635017923709,0.16936498207629097,10.95625,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4531865217387902
NGC5371,true_falsifier_candidate,0.9553488115949108,0.7276744057974555,0.8115709054139054,0.919653485596212,0.9196534855962119,0.8525157224612471,1.0,0.1985588470776621,0.9196534855962119,0.08034651440378807,4.036290322580645,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8024853474823893
NGC5585,juvenile_forming,0.7089720417579096,0.6044860208789549,0.5651564619690329,0.39664248805220637,0.39664248805220637,0.6966759262735087,1.0,0.1228915662650602,0.39664248805220637,0.6033575119477936,7.137254901960784,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.510926035600268
NGC5985,mature_or_control,0.922742285624894,0.7113711428124471,0.7704024366339302,0.8713455360448207,0.8713455360448207,0.7721818224853364,1.0,0.1507202752096323,0.8713455360448207,0.12865446395517935,5.634807417974322,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8040413217746091
NGC6195,mature_or_control,0.7452045208750374,0.6226022604375188,0.7220582512290259,0.8755002533979934,0.8755002533979934,0.9079475214681574,1.0,0.254240379354368,0.8755002533979934,0.12449974660200655,2.9332855093256818,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8031363424658143
NGC6503,mature_or_control,0.9677920314425682,0.7338960157212842,0.7550358274502713,0.7346700190573803,0.7346700190573804,0.7284686768772601,1.0,0.1332510795805058,0.7346700190573804,0.26532998094261967,6.50462962962963,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7037388631066879
NGC6674,mature_or_control,1.0,0.75,0.7496514163958563,0.7150059174672374,0.7150059174672374,0.6391737491389038,1.0,0.1077417053157331,0.7150059174672374,0.2849940825327626,8.281456953642385,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5736237150700809
NGC6946,true_falsifier_candidate,1.0,0.75,0.7658296604452973,0.8143848024495663,0.8143848024495663,0.6176866362580686,1.0,0.102997045166737,0.8143848024495663,0.18561519755043368,8.709016393442623,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4556508466350362
NGC7331,disturbed_or_measurement_contaminated,1.0,0.75,0.8123951852583691,0.894889484820931,0.8948894848209311,0.7849632103367004,1.0,0.156728067436778,0.8948894848209311,0.10511051517906896,5.380478087649403,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7090330170586335
NGC7814,mature_or_control,1.0,0.75,0.8321787371608569,0.9632156039661287,0.9632156039661287,0.8149662829319277,1.0,0.1729067392784206,0.9632156039661287,0.036784396033871326,4.783464566929134,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8005780980760613
UGC00128,juvenile_forming,0.0,0.25,0.2603026030133196,0.378148431753646,0.37814843175364604,0.7912459176395511,1.0,0.1598602901665771,0.37814843175364604,0.621851568246354,5.25546218487395,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6096578993374148
UGC00731,juvenile_forming,0.0,0.25,0.19955928711782311,0.06296762723164684,0.06296762723164678,0.8025547293360339,1.0,0.1658255227108867,0.06296762723164678,0.9370323727683532,5.030434782608697,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5512021611211092
UGC01230,disturbed_or_measurement_contaminated,0.0,0.25,0.23845023772834342,0.30820504938561233,0.3082050493856122,0.7509340840315375,0.7,0.1416911524649036,0.3082050493856122,0.6917949506143877,6.057603686635945,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4457367642333315
UGC01281,juvenile_forming,0.0,0.25,0.26983599522638774,0.31100225542712157,0.31100225542712145,0.8931871302672842,0.7,0.2365747460087082,0.31100225542712145,0.6889977445728784,3.226993865030675,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5932638156018216
UGC02487,mature_or_control,1.0,0.75,0.8185314350023972,0.9111431474496304,0.9111431474496304,0.7993071209669005,1.0,0.1640673736743605,0.9111431474496304,0.08885685255036956,5.095057034220533,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8222359483103044
UGC02885,mature_or_control,1.0,0.75,0.7807306392446006,0.7910323852314484,0.7910323852314484,0.7280841702213415,1.0,0.1331153666510976,0.7910323852314484,0.20896761476855163,6.512280701754385,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7132214526470548
UGC03205,mature_or_control,1.0,0.75,0.7638185926156951,0.8153228640373326,0.8153228640373327,0.6047961182140262,1.0,0.1003460207612456,0.8153228640373327,0.18467713596266744,8.965517241379311,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5877342301284297
UGC03546,mature_or_control,1.0,0.75,0.8257471459690822,0.9343900268783742,0.9343900268783742,0.8117750167117646,1.0,0.171028880866426,0.9343900268783742,0.0656099731216258,4.846965699208443,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8258526755547789
UGC04278,juvenile_forming,0.0,0.25,0.2589764451694329,0.30569095042520744,0.3056909504252074,0.8529751059031437,0.7,0.1989198919891989,0.3056909504252074,0.6943090495747926,4.027149321266968,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5624436356871746
UGC04325,mature_or_control,0.1178330606459654,0.3089165303229826,0.36231023201072127,0.5290535529628043,0.5290535529628043,0.8767652386932088,1.0,0.2195985832349468,0.5290535529628043,0.4709464470371957,3.553763440860215,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7655216810842725
UGC04499,juvenile_forming,0.0,0.25,0.2564767623588282,0.3465832961143367,0.3465832961143367,0.8035032516756366,1.0,0.1663461538461538,0.3465832961143367,0.6534167038856633,5.011560693641618,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5920079973765785
UGC05005,juvenile_forming,0.3207340607600083,0.4103670303800041,0.3811440189583622,0.3325929759608286,0.33259297596082865,0.7159804762284621,1.0,0.1289802498992341,0.33259297596082865,0.6674070240391714,6.753125,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4541480183432526
UGC05721,juvenile_forming,0.9095047610213016,0.7047523805106508,0.5416334793948062,0.2621031432633075,0.2621031432633075,0.1639908642058241,0.7,0.0533707865168539,0.2621031432633075,0.7378968567366925,17.736842105263158,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.3396172864748568
UGC06399,mature_or_control,0.1543166850647691,0.3271583425323845,0.3765868047421164,0.5615284530575908,0.5615284530575908,0.8396306442324155,1.0,0.1889400921658985,0.5615284530575908,0.43847154694240914,4.292682926829269,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7528704145925351
UGC06446,juvenile_forming,0.2907845859520869,0.3953922929760434,0.34193938475134505,0.21219293234309966,0.2121929323430996,0.706946544288021,1.0,0.1260575296108291,0.2121929323430996,0.7878070676569003,6.932885906040268,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4290630349142279
UGC06614,mature_or_control,1.0,0.75,0.7126663076463317,0.6811008561659592,0.6811008561659592,0.4579141484289949,1.0,0.077590141487905,0.6811008561659592,0.31889914383404083,11.88823529411765,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5176439422823711
UGC06667,juvenile_forming,0.0,0.25,0.3119400474610994,0.39363866393909164,0.3936386639390917,0.9715367314948482,0.7,0.3748180494905385,0.3936386639390917,0.6063613360609084,1.6679611650485435,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.658059518904229
UGC06786,mature_or_control,0.9265244652208636,0.7132622326104319,0.7669343161925897,0.8458313937142514,0.8458313937142514,0.7718371091257179,1.0,0.1505646173149309,0.8458313937142514,0.15416860628574855,5.641666666666667,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.8027713495211416
UGC06917,mature_or_control,0.2211032226347184,0.3605516113173592,0.4029617810769277,0.5593956692687736,0.5593956692687735,0.8246597624927167,1.0,0.1788723266364225,0.5593956692687735,0.4406043307312264,4.590579710144928,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7519195345613939
UGC06930,mature_or_control,0.0932537587438715,0.2966268793719357,0.3390688181197577,0.5091657821440827,0.5091657821440828,0.8415843588738545,1.0,0.1903381642512077,0.5091657821440828,0.49083421785591735,4.253807106598985,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7021462232525187
UGC06983,mature_or_control,0.0,0.25,0.26754729182977816,0.40166123082101735,0.4016612308210174,0.8037711204814247,1.0,0.1664937759336099,0.4016612308210174,0.5983387691789827,5.006230529595015,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6439468270420454
UGC07125,failed_stalled,0.1286747142184619,0.314337357109231,0.2637152763833109,0.1804974862131068,0.18049748621310685,0.7127921290824437,0.0,0.1279333838001514,0.18049748621310685,0.8195025137868932,6.816568047337278,False,True,False,False,False,True,UGC07125_quarantined_not_clean_scalar_not_prototype,0,0.3441077445145193
UGC07151,mature_or_control,0.3346896757953144,0.4173448378976571,0.45319451809973216,0.582272801435797,0.582272801435797,0.7984556477345246,1.0,0.1636125654450261,0.582272801435797,0.417727198564203,5.112,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7403675728215676
UGC07399,juvenile_forming,0.0,0.25,0.2631873117465544,0.36842273002517767,0.36842273002517767,0.8148094463554718,1.0,0.172813487881981,0.36842273002517767,0.6315772699748223,4.786585365853659,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6108574491711659
UGC07524,juvenile_forming,0.0,0.25,0.2721097149313315,0.33983711255639537,0.33983711255639537,0.8794671346522016,1.0,0.2222222222222222,0.33983711255639537,0.6601628874436046,3.5,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6272060763039489
UGC07603,juvenile_forming,0.855329369600873,0.6776646848004365,0.6126544233387073,0.3539556425801106,0.35395564258011075,0.6409916798112003,1.0,0.1081632653061224,0.35395564258011075,0.6460443574198894,8.245283018867925,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4272260078380597
UGC08286,mature_or_control,0.8649381226476502,0.6824690613238251,0.6358217032844067,0.42359723497326773,0.4235972349732678,0.6691129546904915,1.0,0.1151315789473684,0.4235972349732678,0.5764027650267323,7.685714285714286,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4708234299793377
UGC08490,juvenile_forming,0.9392507109710704,0.7196253554855352,0.6204856921523964,0.34683855125844076,0.34683855125844076,0.4702992694472755,1.0,0.0791027154663518,0.34683855125844076,0.6531614487415592,11.641791044776118,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.4208126060935349
UGC08550,juvenile_forming,0.7975786782299702,0.6487893391149852,0.5358050861487882,0.2739128786442735,0.2739128786442734,0.4310784939374602,0.7,0.0745033112582781,0.2739128786442734,0.7260871213557265,12.42222222222222,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.3667982606803153
UGC09133,true_falsifier_candidate,1.0,0.75,0.7555614336039362,0.7608718569655787,0.7608718569655788,0.6202235123819011,1.0,0.1035353535353535,0.7608718569655788,0.2391281430344213,8.658536585365853,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5511509909019222
UGC10310,disturbed_or_measurement_contaminated,0.0,0.25,0.2547392806242317,0.3536921314166376,0.3536921314166375,0.7878908742820677,0.7,0.1581722319859402,0.3536921314166375,0.6463078685833624,5.322222222222222,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5109945667976671
UGC11455,mature_or_control,1.0,0.75,0.7977822473934528,0.913441441546966,0.913441441546966,0.6872174410883838,1.0,0.120113429208021,0.913441441546966,0.086558558453034,7.325463743676223,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.6143163123877886
UGC11914,mature_or_control,1.0,0.75,0.8474503133835356,0.9844997784632701,0.9844997784632701,0.8646377122412043,1.0,0.2085470085470085,0.9844997784632701,0.015500221536729952,3.795081967213114,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.7889707092874967
UGC12632,failed_stalled,0.0,0.25,0.2289714074232318,0.21902209412731233,0.21902209412731224,0.7937009182150448,1.0,0.1611185086551265,0.21902209412731224,0.7809779058726877,5.206611570247934,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,0,0.5239243409528157
UGCA442,juvenile_forming,0.0,0.25,0.23499812832698203,0.1667500416875104,0.16675004168751043,0.8692457248547911,1.0,0.2126126126126126,0.16675004168751043,0.8332499583124896,3.703389830508475,False,True,False,False,False,False,H_I_extent_structural_endpoint_diagnostic_not_map_level_dynamical_maturity,1,0.5838171694017319
