object_name,label_family,source_title,source_year,bibcode,source_doi,source_url,measurement_table,measurement_fields_present,evidence_class,extraction_status,promotion_blocker
DDO064,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,burstiness,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,centroid offset,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,external morphology,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO064,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for DDO064 / Z 152-72,,,,https://ui.adsabs.harvard.edu/search/q=DDO064%20OR%20Z%20152-72,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,burstiness,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,centroid offset,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,external morphology,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
DDO161,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for DDO161 / MCG-03-33-030,,,,https://ui.adsabs.harvard.edu/search/q=DDO161%20OR%20MCG-03-33-030,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,burstiness,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,centroid offset,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,external morphology,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC0100,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for NGC0100 / NGC   100,,,,https://ui.adsabs.harvard.edu/search/q=NGC0100%20OR%20NGC%20%20%20100,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,burstiness,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,centroid offset,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,external morphology,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC1003,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for NGC1003 / NGC  1003,,,,https://ui.adsabs.harvard.edu/search/q=NGC1003%20OR%20NGC%20%201003,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,burstiness,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,centroid offset,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,external morphology,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3109,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for NGC3109 / NGC  3109,,,,https://ui.adsabs.harvard.edu/search/q=NGC3109%20OR%20NGC%20%203109,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,burstiness,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,centroid offset,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,external morphology,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC3741,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for NGC3741 / NGC  3741,,,,https://ui.adsabs.harvard.edu/search/q=NGC3741%20OR%20NGC%20%203741,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,burstiness,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,centroid offset,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,external morphology,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
NGC5585,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for NGC5585 / NGC  5585,,,,https://ui.adsabs.harvard.edu/search/q=NGC5585%20OR%20NGC%20%205585,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,burstiness,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,centroid offset,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,external morphology,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,lopsidedness,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00128,warp / PA twist,Object-resolved ADS/SIMBAD bibliography route for UGC00128 / MCG+06-01-019,,,,https://ui.adsabs.harvard.edu/search/q=UGC00128%20OR%20MCG%2B06-01-019,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,A/R mismatch,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,H I asymmetry,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,SFE/depletion,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,Vrot/sigma,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,burstiness,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,centroid offset,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
UGC00731,external morphology,Object-resolved ADS/SIMBAD bibliography route for UGC00731 / UGC   731,,,,https://ui.adsabs.harvard.edu/search/q=UGC00731%20OR%20UGC%20%20%20731,,,bibliography_source_lead_not_measurement,candidate_source_requires_human_or_parser_extraction,source lead lacks extracted same-object label value and measurement/provenance audit
