object_name,current_baryonic_state,target_endpoint_class,composition_gap,radial_distribution_gap,dynamical_settling_gap,star_formation_gap,shape_symmetry_gap,HI_extent_gap,total_maturity_gap,dominant_gap_family,required_mature_adjustment
F563-1,"measurement-limited/quarantine; measurement_limited; f_star=0.183, f_gas=0.817, R_HI/Rd=6.668",mature visible-baryon disk endpoint derived from mature/control rows,0.9969807786574552,0.4886504175488324,0.48,0.0,0.3996353629806518,0.16132951450028643,0.4210993456145376,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC07603,"transition; f_star=0.354, f_gas=0.646, R_HI/Rd=8.245",mature visible-baryon disk endpoint derived from mature/control rows,0.7753200766895748,0.336970238348496,0.0,0.0,0.8507835752767763,0.4361195845237363,0.3998655791397639,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
NGC6946,"transition; f_star=0.814, f_gas=0.186, R_HI/Rd=8.709",mature visible-baryon disk endpoint derived from mature/control rows,9.709389392487111e-08,0.12470858556077524,0.8,0.0,0.8678161748783193,0.5168901996378605,0.3849025095284748,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
UGC06446,"pre_activation; f_star=0.212, f_gas=0.788, R_HI/Rd=6.933",mature visible-baryon disk endpoint derived from mature/control rows,0.9934165203413952,0.417819561678457,0.0,0.0,0.5408156458379857,0.20753322889576634,0.35993082612560073,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
NGC4559,"activated_mature; f_star=0.556, f_gas=0.444, R_HI/Rd=10.076",mature visible-baryon disk endpoint derived from mature/control rows,0.01540989186158348,0.3117819667104446,0.16000000000000003,0.0,0.877055518498934,0.7550173168265006,0.3532107823162438,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
F583-1,"pre_activation; f_star=0.148, f_gas=0.852, R_HI/Rd=6.631",mature visible-baryon disk endpoint derived from mature/control rows,0.9987769816275079,0.4706766710403768,0.0,0.0,0.3795066123582016,0.15501434024668687,0.3339957675454622,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC05005,"transition; f_star=0.333, f_gas=0.667, R_HI/Rd=6.753",mature visible-baryon disk endpoint derived from mature/control rows,0.8591478130073142,0.49568458297138385,0.0,0.0,0.4467094313049917,0.1762234294497789,0.32962754278891143,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC01230,"measurement-limited/quarantine; measurement_limited; f_star=0.308, f_gas=0.692, R_HI/Rd=6.058",mature visible-baryon disk endpoint derived from mature/control rows,0.9211798586078781,0.3535466743487761,0.48,0.0,0.09728281898656199,0.055081222773538906,0.31784842911945915,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
NGC1090,"activated_mature; f_star=0.755, f_gas=0.245, R_HI/Rd=8.637",mature visible-baryon disk endpoint derived from mature/control rows,6.200294127911565e-05,0.19914673172441233,0.16000000000000003,0.0,0.8661601516819747,0.5044153512571695,0.2882973729341393,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
UGC09133,"activated_mature; f_star=0.761, f_gas=0.239, R_HI/Rd=8.659",mature visible-baryon disk endpoint derived from mature/control rows,5.093028221192508e-05,0.19279694594700592,0.16000000000000003,0.0,0.8666761157024537,0.508097894893905,0.2879369811375961,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
NGC5585,"transition; f_star=0.397, f_gas=0.603, R_HI/Rd=7.137",mature visible-baryon disk endpoint derived from mature/control rows,0.5250567077791473,0.30205718276472177,0.0,0.0,0.6337598331977288,0.24312913468084166,0.28400047640373993,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
NGC4088,"activated_mature; f_star=0.831, f_gas=0.169, R_HI/Rd=8.624",mature visible-baryon disk endpoint derived from mature/control rows,0.0,0.10290712605650953,0.16000000000000003,0.0,0.865821616318646,0.5020878967321377,0.2718027731845489,shape_symmetry,"measure and decrease H I/stellar lopsidedness, centroid offsets, PA twists, and warps"
DDO064,"measurement-limited/quarantine; measurement_limited; f_star=0.219, f_gas=0.781, R_HI/Rd=5.058",mature visible-baryon disk endpoint derived from mature/control rows,0.9922057240847985,0.27741734658157785,0.31999999999999995,0.0,0.0,0.0,0.26493717844439607,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
F563-V2,"measurement-limited/quarantine; measurement_limited; f_star=0.341, f_gas=0.659, R_HI/Rd=4.679",mature visible-baryon disk endpoint derived from mature/control rows,0.8296236797026713,0.24229289912866359,0.48,0.0,0.0,0.0,0.2586527631385558,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC10310,"measurement-limited/quarantine; measurement_limited; f_star=0.354, f_gas=0.646, R_HI/Rd=5.322",mature visible-baryon disk endpoint derived from mature/control rows,0.7765417354226132,0.2743043537360029,0.48,0.0,0.0,0.0,0.2551410148597693,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS101001,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS101026,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS101033,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS102001,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS107026,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS108119,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS108140,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS108148,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS109065,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS109080,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS109082,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS109102,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS109127,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS110036,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS110059,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS110082,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS111044,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS111054,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS111071,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS111075,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS111093,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS112100,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS112113,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS112117,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS113057,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS113091,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS113114,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS113134,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS113137,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS114000,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS114078,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS114117,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS114129,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS114142,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS122004,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS122005,"transition; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS123001,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS124000,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS124028,"pre_activation; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
xGASS_xCOLD:GASS44856,"failed_stalled; f_star=0.250, f_gas=0.750, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9821883189763192,0.04427971855729096,0.5,0.0,0.0,0.0,0.254411339588935,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC12632,"failed_stalled; f_star=0.219, f_gas=0.781, R_HI/Rd=5.207",mature visible-baryon disk endpoint derived from mature/control rows,0.992114998506069,0.3124732951295105,0.16000000000000003,0.0,0.0,0.0,0.24409804893926323,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC00731,"transition; f_star=0.063, f_gas=0.937, R_HI/Rd=5.030",mature visible-baryon disk endpoint derived from mature/control rows,0.9998604455203228,0.31390003261525595,0.0,0.0,0.0,0.0,0.21896007968926312,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
F568-V1,"measurement-limited/quarantine; measurement_limited; f_star=0.366, f_gas=0.634, R_HI/Rd=5.046",mature visible-baryon disk endpoint derived from mature/control rows,0.7145638635465532,0.2778914645572909,0.31999999999999995,0.0,0.0,0.0,0.218742554683974,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC04278,"measurement-limited/quarantine; measurement_limited; f_star=0.306, f_gas=0.694, R_HI/Rd=4.027",mature visible-baryon disk endpoint derived from mature/control rows,0.9259113764541277,0.1852499450093495,0.16000000000000003,0.0,0.0,0.0,0.2118602202439129,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
NGC3109,"transition; f_star=0.133, f_gas=0.867, R_HI/Rd=3.846",mature visible-baryon disk endpoint derived from mature/control rows,0.9991926763572961,0.20367036959371848,0.0,0.0,0.0,0.0,0.2004771743251691,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
D631-7,"transition; f_star=0.203, f_gas=0.797, R_HI/Rd=0.000",mature visible-baryon disk endpoint derived from mature/control rows,0.9948906752460436,0.165231330383795,0.0,0.0,0.0,0.0,0.1933536676049731,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGCA442,"transition; f_star=0.167, f_gas=0.833, R_HI/Rd=3.703",mature visible-baryon disk endpoint derived from mature/control rows,0.9980201077805888,0.14647848911874983,0.0,0.0,0.0,0.0,0.19074976614988978,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC01281,"measurement-limited/quarantine; measurement_limited; f_star=0.311, f_gas=0.689, R_HI/Rd=3.227",mature visible-baryon disk endpoint derived from mature/control rows,0.9155919389946912,0.013207965939506128,0.16000000000000003,0.0,0.0,0.0,0.1814666508223662,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC04499,"transition; f_star=0.347, f_gas=0.653, R_HI/Rd=5.012",mature visible-baryon disk endpoint derived from mature/control rows,0.80770774058431,0.26233423635322095,0.0,0.0,0.0,0.0,0.17834032948958853,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC07399,"transition; f_star=0.368, f_gas=0.632, R_HI/Rd=4.787",mature visible-baryon disk endpoint derived from mature/control rows,0.701159534586344,0.26616223255453647,0.0,0.0,0.0,0.0,0.16122029452348008,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC00128,"transition; f_star=0.378, f_gas=0.622, R_HI/Rd=5.255",mature visible-baryon disk endpoint derived from mature/control rows,0.6441632355129381,0.30156009939525086,0.0,0.0,0.0,0.0,0.1576205558180315,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
UGC07524,"transition; f_star=0.340, f_gas=0.660, R_HI/Rd=3.500",mature visible-baryon disk endpoint derived from mature/control rows,0.8341140346005611,0.050597202722933554,0.0,0.0,0.0,0.0,0.14745187288724912,composition,increase stellar fraction by converting/retaining organized gas into a stellar disk
M17_analog_synthesis:DDO161,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.21093697407959466,0.5,0.0,0.0,0.0,0.12942531367123725,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:UGC07125,"measurement_limited; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.21077129323298072,0.5,0.0,0.0,0.0,0.1293977001968016,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC2403,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.2081928511439644,0.5,0.0,0.0,0.0,0.1289679598486322,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC3198,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.20696869281477104,0.5,0.0,0.0,0.0,0.12876393346043333,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
UGC06667,"measurement-limited/quarantine; measurement_limited; f_star=0.394, f_gas=0.606, R_HI/Rd=1.668",mature visible-baryon disk endpoint derived from mature/control rows,0.5449811786057321,0.0,0.16000000000000003,0.0,0.0,0.0,0.11749686310095536,composition,measurement-limited/quarantine; increase stellar fraction by converting/retaining organized gas into a stellar disk
NGC7331,"transition; f_star=0.895, f_gas=0.105, R_HI/Rd=5.380",mature visible-baryon disk endpoint derived from mature/control rows,0.0,0.0,0.64,0.0,0.0,0.0,0.10666666666666667,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:10498-12701,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:10838-6103,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:11022-12702,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:11751-12702,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:11824-12702,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:11941-9101,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
