y_variable,x_variable,n,pearson_r,spearman_rho,linear_slope,linear_intercept,abs_pearson_r,abs_spearman_rho
A_Q_required,SBeff,87,-0.02736890487958867,-0.01637611293477406,-1.0638281589727885e-05,1.0089763454939318,0.02736890487958867,0.01637611293477406
A_Q_required,SBdisk,87,-0.06692437532368065,0.005039482019105513,-5.454350120066507e-06,1.0134986392882106,0.06692437532368065,0.005039482019105513
A_source_required,sample_btfr_log10_v_residual,87,0.8246481481368829,0.9003061894000146,7.680580483597729,1.074310684658549,0.8246481481368829,0.9003061894000146
A_source_required,log10_Sigma_gas,87,-0.20167504481625195,-0.2307173580228913,-0.2920350122447736,3.3934250789639133,0.20167504481625195,0.2307173580228913
A_source_required,RHI_over_Rdisk,87,-0.13734744873500246,-0.21689425938048365,-0.021777574646412296,1.2212668562523206,0.13734744873500246,0.21689425938048365
A_source_required,H_halo,87,-0.18410685010507258,-0.20268657009495059,-2.2791356920696435,3.918375604477641,0.18410685010507258,0.20268657009495059
A_source_required,r_over_Rdisk_eval,87,-0.1425913814907684,-0.20268657009495059,-0.044453408691154786,1.2572253503260928,0.1425913814907684,0.20268657009495059
A_source_required,log10_M_baryon_Msun,87,-0.1977737201333022,-0.19370124662827146,-0.13702659103719508,2.460225369821159,0.1977737201333022,0.19370124662827146
A_source_required,Q_eff,87,-0.11846932939748599,-0.16866240183602185,-0.3609302085497027,1.5195878014849804,0.11846932939748599,0.16866240183602185
A_source_required,S_internal,87,-0.12623482468337172,-0.12085816805608528,-0.6050171553658238,1.7210531610840758,0.12623482468337172,0.12085816805608528
A_source_required,log10_Sigma_baryon,87,-0.15430034259682193,-0.11804694904133556,-0.18120435836013596,2.608427743168337,0.15430034259682193,0.11804694904133556
A_source_required,S_struct,87,-0.072245952759153,-0.11094691732656732,-0.24299389000057856,1.3413520051503913,0.072245952759153,0.11094691732656732
A_source_required,Reff_over_Rdisk,87,-0.13042886042051927,-0.07231902019391995,-0.17057450847800237,1.3173772052584045,0.13042886042051927,0.07231902019391995
A_source_required,log10_Sigma_star,87,-0.08761518263733459,-0.06925712619377414,-0.07369569119797743,1.6761020541350446,0.08761518263733459,0.06925712619377414
A_source_required,T,87,0.0597455866061232,0.045566713479893134,0.013207147634356308,0.9973448932721187,0.0597455866061232,0.045566713479893134
A_source_required,stellar_to_gas_ratio,87,0.08092156114429533,0.04414230516876867,0.004922894304587037,1.05076313991209,0.08092156114429533,0.04414230516876867
A_source_required,log10_stellar_to_gas_ratio,87,0.030940865982119408,0.04414230516876867,0.02726676952818322,1.0681844994093133,0.030940865982119408,0.04414230516876867
A_source_required,star_frac,87,0.015192585592440138,0.04414230516876867,0.031668077489718685,1.055718463586528,0.015192585592440138,0.04414230516876867
A_source_required,gas_frac,87,-0.015192585592440102,-0.04414230516876867,-0.0316680774897178,1.0873865410762467,0.015192585592440102,0.04414230516876867
A_source_required,S_star_gas,87,0.037342977804420203,0.03375175040797381,0.3445108436112822,0.7212176706961791,0.037342977804420203,0.03375175040797381
A_source_required,SBeff,87,-0.0386040404669457,-0.01637611293477406,-3.3078952407697356e-05,1.0902897349693903,0.0386040404669457,0.01637611293477406
A_source_required,SBdisk,87,-0.07834073820087055,0.005039482019105513,-1.4075092875365105e-05,1.0992416637016196,0.07834073820087055,0.005039482019105513
abs_log10_velocity_error,sample_btfr_log10_v_residual,87,-0.25711919846300774,-0.12460815047021942,-0.14730388657914584,0.04572143797277043,0.25711919846300774,0.12460815047021942
abs_log10_velocity_error,S_star_gas,87,-0.07222232317115986,-0.1057188844108317,-0.04098451004204679,0.08772692036868976,0.07222232317115986,0.1057188844108317
abs_log10_velocity_error,star_frac,87,-0.13848027964789375,-0.09745206677845009,-0.017755474497912125,0.056145616933770924,0.13848027964789375,0.09745206677845009
abs_log10_velocity_error,gas_frac,87,0.13848027964789372,0.09745206677845009,0.01775547449791223,0.038390142435858775,0.13848027964789372,0.09745206677845009
abs_log10_velocity_error,log10_stellar_to_gas_ratio,87,-0.12850103054727424,-0.09745206677845009,-0.006965658471294324,0.04728645337123548,0.12850103054727424,0.09745206677845009
abs_log10_velocity_error,stellar_to_gas_ratio,87,-0.05742286951650786,-0.09745206677845009,-0.00021487975186267473,0.04674926637188489,0.05742286951650786,0.09745206677845009
abs_log10_velocity_error,S_internal,87,0.011387766357020674,0.08857539277791811,0.003357232355920557,0.0421326723509245,0.011387766357020674,0.08857539277791811
abs_log10_velocity_error,log10_Sigma_star,87,-0.13354308116778718,-0.0839651527301888,-0.006909370190695919,0.10214263820425919,0.13354308116778718,0.0839651527301888
abs_log10_velocity_error,log10_Sigma_baryon,87,-0.11895420337846951,-0.082033243420573,-0.008592823387048582,0.11847022314621386,0.11895420337846951,0.082033243420573
abs_log10_velocity_error,SBdisk,87,-0.06074832850026029,-0.06590512470555347,-6.713550904769948e-07,0.046910598132448245,0.06074832850026029,0.06590512470555347
abs_log10_velocity_error,RHI_over_Rdisk,87,0.052247785086644204,0.0547771687381239,0.0005095785544757279,0.04228277619762286,0.052247785086644204,0.0547771687381239
abs_log10_velocity_error,SBeff,87,-0.03799436331332511,-0.05354815782122002,-2.0025921069913822e-06,0.04668880597267986,0.03799436331332511,0.05354815782122002
abs_log10_velocity_error,H_halo,87,0.05374595050730744,0.05054177949492362,0.04092609672884407,-0.005349007905741784,0.05374595050730744,0.05054177949492362
abs_log10_velocity_error,r_over_Rdisk_eval,87,0.029905594777635977,0.05054177949492362,0.0005734804003621042,0.04336170946628153,0.029905594777635977,0.05054177949492362
abs_log10_velocity_error,S_struct,87,-0.02256766961910462,0.04523690823339988,-0.004668989420680159,0.05085248509604581,0.02256766961910462,0.04523690823339988
abs_log10_velocity_error,log10_M_baryon_Msun,87,-0.022285177856049224,-0.028851060727564333,-0.0009497443508946727,0.05532734462995275,0.022285177856049224,0.028851060727564333
abs_log10_velocity_error,Reff_over_Rdisk,87,-0.1323065826318329,-0.026663993584603047,-0.010643298063452742,0.06088800331171963,0.1323065826318329,0.026663993584603047
abs_log10_velocity_error,T,87,0.08715292139908969,0.02233338314854899,0.001185057699290894,0.038815412070006425,0.08715292139908969,0.02233338314854899
abs_log10_velocity_error,Q_eff,87,-0.006892145084523977,0.018590409538874246,-0.0012915941141010171,0.04731486875139082,0.006892145084523977,0.018590409538874246
abs_log10_velocity_error,log10_Sigma_gas,87,-0.0187527279513366,-0.0007836990595611285,-0.0016703272155546825,0.05898587451761235,0.0187527279513366,0.0007836990595611285
log10_velocity_error,sample_btfr_log10_v_residual,87,-0.906000935772257,-0.9003061894000146,-0.8485308849071332,0.006454327518613351,0.906000935772257,0.9003061894000146
log10_velocity_error,log10_Sigma_gas,87,0.195265160003953,0.2307173580228913,0.028432901053958973,-0.2193376061240161,0.195265160003953,0.2307173580228913
log10_velocity_error,RHI_over_Rdisk,87,0.1482147516524707,0.21689425938048365,0.0023631647332012905,-0.009492427236002446,0.1482147516524707,0.21689425938048365
log10_velocity_error,H_halo,87,0.19608113732298096,0.20268657009495059,0.24408984059800315,-0.29813804727703425,0.19608113732298096,0.20268657009495059
log10_velocity_error,r_over_Rdisk_eval,87,0.1419873823842553,0.20268657009495059,0.004451180402917448,-0.011861167270148836,0.1419873823842553,0.20268657009495059
log10_velocity_error,log10_M_baryon_Msun,87,0.17871024426096607,0.19370124662827146,0.012450860604755096,-0.11947619753078147,0.17871024426096607,0.19370124662827146
log10_velocity_error,Q_eff,87,0.09727156708070482,0.16866240183602185,0.029800041352435337,-0.030309778617139616,0.09727156708070482,0.16866240183602185
log10_velocity_error,S_internal,87,0.1139172161100306,0.12085816805608528,0.054902424465642745,-0.05223447104810718,0.1139172161100306,0.12085816805608528
log10_velocity_error,log10_Sigma_baryon,87,0.10115714689978603,0.11804694904133556,0.01194571013784678,-0.09468075479580645,0.10115714689978603,0.11804694904133556
log10_velocity_error,S_struct,87,0.04711597987876824,0.11094691732656732,0.01593542718500827,-0.011058119062146207,0.04711597987876824,0.11094691732656732
log10_velocity_error,Reff_over_Rdisk,87,0.05792543917868124,0.07231902019391995,0.007617692114622976,-0.004400787550008079,0.05792543917868124,0.07231902019391995
log10_velocity_error,log10_Sigma_star,87,0.02877679616200831,0.06925712619377414,0.0024339901603928735,-0.013421383640403347,0.02877679616200831,0.06925712619377414
log10_velocity_error,T,87,-0.015054776402567685,-0.045566713479893134,-0.00033465025823566725,0.008404530747642906,0.015054776402567685,0.045566713479893134
log10_velocity_error,stellar_to_gas_ratio,87,-0.11861744716353917,-0.04414230516876867,-0.0007256354371389665,0.009925239520466317,0.11861744716353917,0.04414230516876867
log10_velocity_error,log10_stellar_to_gas_ratio,87,-0.08868512913722106,-0.04414230516876867,-0.007858970836332338,0.008220048652608013,0.08868512913722106,0.04414230516876867
log10_velocity_error,star_frac,87,-0.07477475548935747,-0.04414230516876867,-0.015673235550619564,0.015656031043731783,0.07477475548935747,0.04414230516876867
log10_velocity_error,gas_frac,87,0.07477475548935746,0.04414230516876867,0.015673235550619575,-1.7204506887777882e-05,0.07477475548935746,0.04414230516876867
log10_velocity_error,S_star_gas,87,-0.07490667896451393,-0.03375175040797381,-0.06949093323583394,0.07767636164124159,0.07490667896451393,0.03375175040797381
log10_velocity_error,SBeff,87,0.01309356352088671,0.01637611293477406,1.1282114326215344e-06,0.0059093360382027615,0.01309356352088671,0.01637611293477406
log10_velocity_error,SBdisk,87,0.047403562254782414,-0.005039482019105513,8.564228390122529e-07,0.004937359919146537,0.047403562254782414,0.005039482019105513
