topic,query,rank,title,year,authors,venue,citationCount,doi,url,abstract,error
star_forming_sequence,Noeske star formation in AEGIS field galaxies main sequence 2007,1,"Star Formation in AEGIS Field Galaxies since <i>z</i>  = 1.1: The Dominance of Gradually Declining Star Formation, and the Main Sequence of Star-forming Galaxies",2007,K. G. Noeske; Benjamin J. Weiner; S. M. Faber; Casey Papovich; David C. Koo; Rachel S. Somerville,The Astrophysical Journal,1956,https://doi.org/10.1086/517926,https://openalex.org/W2125977823,"This is the publisher's version, also available electronically from http://iopscience.iop.org/1538-4357/660/1/L43/.",
star_forming_sequence,Noeske star formation in AEGIS field galaxies main sequence 2007,2,High molecular gas fractions in normal massive star-forming galaxies in the young Universe,2010,L. J. Tacconi; R. Genzel; R. Neri; P. Cox; Michael C. Cooper; Kristen L. Shapiro,Nature,988,https://doi.org/10.1038/nature08773,https://openalex.org/W2114874982,,
star_forming_sequence,Noeske star formation in AEGIS field galaxies main sequence 2007,3,A study of the gas-star formation relation over cosmic time★,2010,R. Genzel; L. J. Tacconi; J. Graciá‐Carpio; A. Sternberg; Michael C. Cooper; Kristen L. Shapiro,Monthly Notices of the Royal Astronomical Society,952,https://doi.org/10.1111/j.1365-2966.2010.16969.x,https://openalex.org/W2153928838,"We use the first systematic data sets of CO molecular line emission in z 1-3 normal star-forming galaxies (SFGs) for a comparison of the dependence of galaxy-averaged star formation rates on molecular gas masses at low and high redshifts, and in different galactic environments. Although the current high-z samples are still small and biased towards the luminous and massive tail of the actively star-forming 'main-sequence', a fairly clear picture is emerging. Independent of whether galaxy-integrated quantities or surface densities are considered, low-and high-z SFG populations appear to follow similar molecular gas-star formation relations with slopes 1.1 to 1.2, over three orders of magnitude in gas mass or surface density. The gas-depletion time-scale in these SFGs grows from 0.5 Gyr at z 2 to 1.5 Gyr at z 0. The average corresponds to a fairly low star formation efficiency of 2 per cent per dynamical time. Because star formation depletion times are significantly smaller than the Hubbl",
downsizing_quenching,Star formation in galaxies along the Hubble sequence Kennicutt 1998,1,The EAGLE project: simulating the evolution and assembly of galaxies and their environments,2014,Joop Schaye; Robert A. Crain; R. G. Bower; Michelle Furlong; Matthieu Schaller; Tom Theuns,Monthly Notices of the Royal Astronomical Society,3569,https://doi.org/10.1093/mnras/stu2058,https://openalex.org/W2119131940,"We introduce the Virgo Consortium's Evolution and Assembly of GaLaxies and their Environments (EAGLE) project, a suite of hydrodynamical simulations that follow the formation of galaxies and supermassive black holes in cosmologically representative volumes of a standard cold dark matter universe. We discuss the limitations of such simulations in light of their finite resolution and poorly constrained subgrid physics, and how these affect their predictive power. One major improvement is our treatment of feedback from massive stars and active galactic nuclei (AGN) in which thermal energy is injected into the gas without the need to turn off cooling or decouple hydrodynamical forces, allowing winds to develop without predetermined speed or mass loading factors. Because the feedback efficiencies cannot be predicted from first principles, we calibrate them to the present-day galaxy stellar mass function and the amplitude of the galaxy-central black hole mass relation, also taking galaxy siz",
downsizing_quenching,Star formation in galaxies along the Hubble sequence Kennicutt 1998,2,Cosmological smoothed particle hydrodynamics simulations: a hybrid multiphase model for star formation,2003,Volker Springel; Lars Hernquist,Monthly Notices of the Royal Astronomical Society,2240,https://doi.org/10.1046/j.1365-8711.2003.06206.x,https://openalex.org/W2100514692,"We present a model for star formation and supernova feedback that describes the multiphase structure of star-forming gas on scales that are typically not resolved in cosmological simulations. Our approach includes radiative heating and cooling, the growth of cold clouds embedded in an ambient hot medium, star formation in these clouds, feedback from supernovae in the form of thermal heating and cloud evaporation, galactic winds and outflows, and metal enrichment. Implemented using smoothed particle hydrodynamics, our scheme is a significantly modified and extended version of the grid-based method of Yepes et al., and enables us to achieve a high dynamic range in simulations of structure formation.",
downsizing_quenching,Star formation in galaxies along the Hubble sequence Kennicutt 1998,3,CANDELS: THE COSMIC ASSEMBLY NEAR-INFRARED DEEP EXTRAGALACTIC LEGACY SURVEY,2011,Norman A. Grogin; Dale D. Kocevski; S. M. Faber; Henry C. Ferguson; Anton M. Koekemoer; Adam G. Riess,The Astrophysical Journal Supplement Series,2170,https://doi.org/10.1088/0067-0049/197/2/35,https://openalex.org/W2155705849,"The Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey (CANDELS) is designed to document the first third of galactic evolution, over the approximate redshift (z) range 8-1.5. It will image >250,000 distant galaxies using three separate cameras on the Hubble Space Telescope, from the mid-ultraviolet to the near-infrared, and will find and measure Type Ia supernovae at z > 1.5 to test their accuracy as standardizable candles for cosmology. Five premier multi-wavelength sky regions are selected, each with extensive ancillary data. The use of five widely separated fields mitigates cosmic variance and yields statistically robust and complete samples of galaxies down to a stellar mass of 10 9 M to z 2, reaching the knee of the ultraviolet luminosity function of galaxies to z 8. The survey covers approximately 800 arcmin 2 and is divided into two parts. The CANDELS/Deep survey (5 point-source limit H = 27.7 mag) covers 125 arcmin 2 within Great Observatories Origins Deep Survey (G",
kennicutt_schmidt,The Global Schmidt Law in Star-forming Galaxies Kennicutt 1998,1,"Simulations of the formation, evolution and clustering of galaxies and quasars",2005,Volker Springel; Simon D. M. White; Adrian Jenkins; Carlos S. Frenk; Naoki Yoshida; Liang Gao,Nature,5038,https://doi.org/10.1038/nature03597,https://openalex.org/W2141709306,,
kennicutt_schmidt,The Global Schmidt Law in Star-forming Galaxies Kennicutt 1998,2,"The many lives of active galactic nuclei: cooling flows, black holes and the luminosities and colours of galaxies",2005,Darren J. Croton; Volker Springel; Simon D. M. White; G. De Lucia; C. S. Frenk; L. Gao,Monthly Notices of the Royal Astronomical Society,3676,https://doi.org/10.1111/j.1365-2966.2005.09675.x,https://openalex.org/W2140980425,"We simulate the growth of galaxies and their central supermassive black holes by implementing a suite of semi-analytic models on the output of the Millennium Run, a very large simulation of the concordance cold dark matter cosmogony. Our procedures follow the detailed assembly history of each object and are able to track the evolution of all galaxies more massive than the Small Magellanic Cloud throughout a volume comparable to that of large modern redshift surveys. In this first paper we supplement previous treatments of the growth and activity of central black holes with a new model for 'radio' feedback from those active galactic nuclei that lie at the centre of a quasi-static X-ray-emitting atmosphere in a galaxy group or cluster. We show that for energetically and observationally plausible parameters such a model can simultaneously explain: (i) the low observed mass drop-out rate in cooling flows; (ii) the exponential cut-off at the bright end of the galaxy luminosity function; and",
kennicutt_schmidt,The Global Schmidt Law in Star-forming Galaxies Kennicutt 1998,3,Theory of Star Formation,2007,Christopher F. McKee; Eve C. Ostriker,Annual Review of Astronomy and Astrophysics,2435,https://doi.org/10.1146/annurev.astro.45.051806.110602,https://openalex.org/W2140347367,"We review current understanding of star formation, outlining an overall theoretical framework and the observations that motivate it. A conception of star formation has emerged in which turbulence plays a dual role, both creating overdensities to initiate gravitational contraction or collapse, and countering the effects of gravity in these overdense regions. The key dynamical processes involved in star formation—turbulence, magnetic fields, and self-gravity—are highly nonlinear and multidimensional. Physical arguments are used to identify and explain the features and scalings involved in star formation, and results from numerical simulations are used to quantify these effects. We divide star formation into large-scale and small-scale regimes and review each in turn. Large scales range from galaxies to giant molecular clouds (GMCs) and their substructures. Important problems include how GMCs form and evolve, what determines the star formation rate (SFR), and what determines the initial m",
gas_regulator,A phenomenological model for the cosmic evolution of star formation Lilly gas regulator 2013,1,From haloes to Galaxies – I. The dynamics of the gas regulator model and the implied cosmic sSFR history,2014,Yingjie Peng; R. Maiolino,Monthly Notices of the Royal Astronomical Society,138,https://doi.org/10.1093/mnras/stu1288,https://openalex.org/W1996668956,"We explore the basic parameters that drive the evolution of the fundamental properties of star-forming galaxies within the ‘gas regulator model’, or bathtub-model. From the five basic equations of the typical gas regulator model, we derive the general analytic form of the evolution of the key galaxy properties, i.e. gas mass, star formation rate (SFR), stellar mass, specific SFR (sSFR), gas fraction, gas phase metallicity and stellar metallicity, without assuming that galaxies live in the equilibrium state. We find that the timescale required to reach equilibrium, τeq, which is determined by the product of star formation efficiency ɛ and mass-loading factor λ, is the central parameter in the gas regulator model that is essentially in control of the evolution of all key galaxy properties. The scatters in most of the key scaling relations, such as the stellar mass–SFR relation and stellar mass–metallicity relation, are primarily governed by τeq. Most strikingly, the predicted sSFR evolut",
gas_regulator,A phenomenological model for the cosmic evolution of star formation Lilly gas regulator 2013,2,The impact of stellar and AGN feedback on halo-scale baryonic and dark matter accretion in the eagle simulations,2020,Ruby J. Wright; Claudia del P. Lagos; Chris Power; Peter Mitchell,Monthly Notices of the Royal Astronomical Society,48,https://doi.org/10.1093/mnras/staa2359,https://openalex.org/W3030720472,"ABSTRACT We use the eagle suite of hydrodynamical simulations to analyse accretion rates (and the breakdown of their constituent channels) on to haloes over cosmic time, comparing the behaviour of baryons and dark matter (DM). We also investigate the influence of sub-grid baryon physics on halo-scale inflow, specifically the consequences of modelling radiative cooling, as well as feedback from stars and active galactic nuclei (AGNs). We find that variations in halo baryon fractions at fixed mass (particularly their circumgalactic medium gas content) are very well correlated with variations in the baryon fraction of accreting matter, which we show to be heavily suppressed by stellar feedback in low-mass haloes, Mhalo ≲ 1011.5 M⊙. Breaking down accretion rates into first infall, recycled, transfer, and merger components, we show that baryons are much more likely to be smoothly accreted than to have originated from mergers when compared to DM, finding (averaged across halo mass) a merger ",
gas_regulator,A phenomenological model for the cosmic evolution of star formation Lilly gas regulator 2013,3,The new galaxy evolution paradigm revealed by the Herschel surveys,2017,Stephen Eales; Dan Smith; N. Bourne; J. Loveday; Kate Rowlands; P. van der Werf,Monthly Notices of the Royal Astronomical Society,47,https://doi.org/10.1093/mnras/stx2548,https://openalex.org/W2762708021,"The Herschel Space Observatory has revealed a very different galaxyscape from that shown by optical surveys which presents a challenge for galaxy-evolution models. The Herschel surveys reveal (1) that there was rapid galaxy evolution in the very recent past and (2) that galaxies lie on a single Galaxy Sequence (GS) rather than a star-forming ‘main sequence’ and a separate region of ‘passive’ or ‘red-and-dead’ galaxies. The form of the GS is now clearer because far-infrared surveys such as the Herschel ATLAS pick up a population of optically red star-forming galaxies that would have been classified as passive using most optical criteria. The space-density of this population is at least as high as the traditional star-forming population. By stacking spectra of H-ATLAS galaxies over the redshift range 0.001 &lt; z &lt; 0.4, we show that the galaxies responsible for the rapid low-redshift evolution have high stellar masses, high star-formation rates but, even several billion years in the p",
gas_regulator,From haloes to galaxies the dynamics of the gas regulator model 2014,1,Theoretical Challenges in Galaxy Formation,2017,Thorsten Naab; Jeremiah P. Ostriker,Annual Review of Astronomy and Astrophysics,705,https://doi.org/10.1146/annurev-astro-081913-040019,https://openalex.org/W2564202286,"Numerical simulations have become a major tool for understanding galaxy formation and evolution. Over the decades the field has made significant progress. It is now possible to simulate the formation of individual galaxies and galaxy populations from well-defined initial conditions with realistic abundances and global properties. An essential component of the calculation is to correctly estimate the inflow to and outflow from forming galaxies because observations indicating low formation efficiency and strong circumgalactic presence of gas are persuasive. Energetic “feedback” from massive stars and accreting supermassive black holes—generally unresolved in cosmological simulations—plays a major role in driving galactic outflows, which have been shown to regulate many aspects of galaxy evolution. A surprisingly large variety of plausible subresolution models succeeds in this exercise. They capture the essential characteristics of the problem, i.e., outflows regulating galactic gas flows",
gas_regulator,From haloes to galaxies the dynamics of the gas regulator model 2014,2,De re metallica: the cosmic chemical evolution of galaxies,2019,R. Maiolino; F. Mannucci,The Astronomy and Astrophysics Review,666,https://doi.org/10.1007/s00159-018-0112-2,https://openalex.org/W2901112184,,
gas_regulator,From haloes to galaxies the dynamics of the gas regulator model 2014,3,The Evolution of the Star-Forming Interstellar Medium Across Cosmic Time,2020,Linda J. Tacconi; Reinhard Genzel; Amiel Sternberg,Annual Review of Astronomy and Astrophysics,431,https://doi.org/10.1146/annurev-astro-082812-141034,https://openalex.org/W3011730282,"Over the past decade, increasingly robust estimates of the dense molecular gas content in galaxy populations between redshift z = 0 and the peak of cosmic galaxy/star formation ( z ∼ 1–3) have become available. This rapid progress has been possible due to the advent of powerful ground- and space-based telescopes for the combined study of several millimeter to far-IR, line or continuum tracers of the molecular gas and dust components. The main conclusions of this review are as follows: ▪ Star-forming galaxies contained much more molecular gas at earlier cosmic epochs than at the present time. ▪ The galaxy-integrated depletion timescale for converting the gas into stars depends primarily on z or Hubble time and, at a given z , on the vertical location of a galaxy along the star-formation rate versus stellar mass main sequence (MS) correlation. ▪ Global rates of galaxy gas accretion primarily control the evolution of the cold molecular gas content and star-formation rates of the dominant ",
gas_fraction,xGASS total cold gas scaling relations Catinella 2018,1,Fast and inefficient star formation due to short-lived molecular clouds and rapid feedback,2019,J. M. Diederik Kruijssen; Andreas Schruba; Mélanie Chevance; Steven N. Longmore; Alexander P. S. Hygate; Daniel T. Haydon,Nature,258,https://doi.org/10.1038/s41586-019-1194-3,https://openalex.org/W2945162737,,
gas_fraction,xGASS total cold gas scaling relations Catinella 2018,2,The Dawes Review 9: The role of cold gas stripping on the star formation quenching of satellite galaxies,2021,L. Cortese; Barbara Catinella; Rory Smith,Publications of the Astronomical Society of Australia,197,https://doi.org/10.1017/pasa.2021.18,https://openalex.org/W3147280939,"Abstract One of the key open questions in extragalactic astronomy is what stops star formation in galaxies. While it is clear that the cold gas reservoir, which fuels the formation of new stars, must be affected first, how this happens and what are the dominant physical mechanisms involved is still a matter of debate. At least for satellite galaxies, it is generally accepted that internal processes alone cannot be responsible for fully quenching their star formation, but that environment should play an important, if not dominant, role. In nearby clusters, we see examples of cold gas being removed from the star-forming discs of galaxies moving through the intracluster medium, but whether active stripping is widespread and/or necessary to halt star formation in satellites, or quenching is just a consequence of the inability of these galaxies to replenish their cold gas reservoirs, remains unclear. In this work, we review the current status of environmental studies of cold gas in star-for",
gas_fraction,xGASS total cold gas scaling relations Catinella 2018,3,Galaxy cold gas contents in modern cosmological hydrodynamic simulations,2020,Romeel Davé; Robert A. Crain; Adam R. H. Stevens; Desika Narayanan; A. Saintonge; Barbara Catinella,Monthly Notices of the Royal Astronomical Society,124,https://doi.org/10.1093/mnras/staa1894,https://openalex.org/W3005920494,"ABSTRACT We present a comparison of galaxy atomic and molecular gas properties in three recent cosmological hydrodynamic simulations, namely SIMBA, EAGLE, and IllustrisTNG, versus observations from z ∼ 0 to 2. These simulations all rely on similar subresolution prescriptions to model cold interstellar gas that they cannot represent directly, and qualitatively reproduce the observed z ≈ 0 H i and H2 mass functions (HIMFs and H2MFs, respectively), CO(1–0) luminosity functions (COLFs), and gas scaling relations versus stellar mass, specific star formation rate, and stellar surface density μ*, with some quantitative differences. To compare to the COLF, we apply an H2-to-CO conversion factor to the simulated galaxies based on their average molecular surface density and metallicity, yielding substantial variations in αCO and significant differences between models. Using this, predicted z = 0 COLFs agree better with data than predicted H2MFs. Out to z ∼ 2, EAGLE’s and SIMBA’s HIMFs and COLFs ",
molecular_depletion,xCOLD GASS molecular gas scaling relations Saintonge 2017,1,PHIBSS: Unified Scaling Relations of Gas Depletion Time and Molecular Gas Fractions*,2018,L. J. Tacconi; R. Genzel; A. Saintonge; F. Combes; S. García-Burillo; R. Neri,The Astrophysical Journal,608,https://doi.org/10.3847/1538-4357/aaa4b4,https://openalex.org/W2598808156,"Abstract This paper provides an update of our previous scaling relations between galaxy-integrated molecular gas masses, stellar masses, and star formation rates (SFRs), in the framework of the star formation main sequence (MS), with the main goal of testing for possible systematic effects. For this purpose our new study combines three independent methods of determining molecular gas masses from CO line fluxes, far-infrared dust spectral energy distributions, and ∼1 mm dust photometry, in a large sample of 1444 star-forming galaxies between z = 0 and 4. The sample covers the stellar mass range log( M * / M ⊙ ) = 9.0–11.8, and SFRs relative to that on the MS, δ MS = SFR/SFR(MS), from 10 −1.3 to 10 2.2 . Our most important finding is that all data sets, despite the different techniques and analysis methods used, follow the same scaling trends, once method-to-method zero-point offsets are minimized and uncertainties are properly taken into account. The molecular gas depletion time t depl ",
molecular_depletion,xCOLD GASS molecular gas scaling relations Saintonge 2017,2,xCOLD GASS: The Complete IRAM 30 m Legacy Survey of Molecular Gas for Galaxy Evolution Studies,2017,Amélie Saintonge; Barbara Catinella; Linda J. Tacconi; Guinevere Kauffmann; Reinhard Genzel; Luca Cortese,The Astrophysical Journal Supplement Series,511,https://doi.org/10.3847/1538-4365/aa97e0,https://openalex.org/W2763485703,"Abstract We introduce xCOLD GASS, a legacy survey providing a census of molecular gas in the local universe. Building on the original COLD GASS survey, we present here the full sample of 532 galaxies with CO (1–0) measurements from the IRAM 30 m telescope. The sample is mass-selected in the redshift interval from the Sloan Digital Sky Survey (SDSS) and therefore representative of the local galaxy population with . The CO (1–0) flux measurements are complemented by observations of the CO (2–1) line with both the IRAM 30 m and APEX telescopes, H i observations from Arecibo, and photometry from SDSS, WISE , and GALEX . Combining the IRAM and APEX data, we find that the ratio of CO (2–1) to CO (1–0) luminosity for integrated measurements is , with no systematic variations across the sample. The CO (1–0) luminosity function is constructed and best fit with a Schechter function with parameters , , and . With the sample now complete down to stellar masses of 10 9 , we are able to extend our s",
