object_name,label_family,priority_rank,priority_bin,target_role,resolver_status,canonical_main_id,ra_deg,dec_deg,route_count,identity_evidence_class,next_source_action
DDO064,burstiness,2,minimum_25_pool,primary_non_mature_acquisition,resolved,Z 152-72,147.594869,31.488277,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO064 (Z 152-72) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
DDO064,centroid offset,2,minimum_25_pool,primary_non_mature_acquisition,resolved,Z 152-72,147.594869,31.488277,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO064 (Z 152-72) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
DDO064,external morphology,2,minimum_25_pool,primary_non_mature_acquisition,resolved,Z 152-72,147.594869,31.488277,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO064 (Z 152-72) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
DDO064,lopsidedness,2,minimum_25_pool,primary_non_mature_acquisition,resolved,Z 152-72,147.594869,31.488277,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO064 (Z 152-72) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
DDO064,warp / PA twist,2,minimum_25_pool,primary_non_mature_acquisition,resolved,Z 152-72,147.594869,31.488277,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO064 (Z 152-72) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
DDO161,A/R mismatch,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
DDO161,H I asymmetry,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object H I asymmetry measurements with source provenance; identity routes alone remain non-promoting.
DDO161,SFE/depletion,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object SFE/depletion measurements with source provenance; identity routes alone remain non-promoting.
DDO161,Vrot/sigma,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object Vrot/sigma measurements with source provenance; identity routes alone remain non-promoting.
DDO161,burstiness,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
DDO161,centroid offset,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
DDO161,external morphology,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
DDO161,lopsidedness,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
DDO161,warp / PA twist,3,minimum_25_pool,primary_non_mature_acquisition,resolved,MCG-03-33-030,195.81973333333335,-17.423030555555556,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for DDO161 (MCG-03-33-030) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
F563-1,A/R mismatch,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object A/R mismatch extraction; do not promote unresolved identity rows.
F563-1,H I asymmetry,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object H I asymmetry extraction; do not promote unresolved identity rows.
F563-1,SFE/depletion,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object SFE/depletion extraction; do not promote unresolved identity rows.
F563-1,Vrot/sigma,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object Vrot/sigma extraction; do not promote unresolved identity rows.
F563-1,burstiness,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object burstiness extraction; do not promote unresolved identity rows.
F563-1,centroid offset,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object centroid offset extraction; do not promote unresolved identity rows.
F563-1,external morphology,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object external morphology extraction; do not promote unresolved identity rows.
F563-1,lopsidedness,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object lopsidedness extraction; do not promote unresolved identity rows.
F563-1,warp / PA twist,4,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-1 before attempting same-object warp / PA twist extraction; do not promote unresolved identity rows.
F563-V2,A/R mismatch,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object A/R mismatch extraction; do not promote unresolved identity rows.
F563-V2,H I asymmetry,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object H I asymmetry extraction; do not promote unresolved identity rows.
F563-V2,SFE/depletion,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object SFE/depletion extraction; do not promote unresolved identity rows.
F563-V2,Vrot/sigma,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object Vrot/sigma extraction; do not promote unresolved identity rows.
F563-V2,burstiness,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object burstiness extraction; do not promote unresolved identity rows.
F563-V2,centroid offset,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object centroid offset extraction; do not promote unresolved identity rows.
F563-V2,external morphology,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object external morphology extraction; do not promote unresolved identity rows.
F563-V2,lopsidedness,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object lopsidedness extraction; do not promote unresolved identity rows.
F563-V2,warp / PA twist,5,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F563-V2 before attempting same-object warp / PA twist extraction; do not promote unresolved identity rows.
F568-V1,A/R mismatch,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object A/R mismatch extraction; do not promote unresolved identity rows.
F568-V1,H I asymmetry,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object H I asymmetry extraction; do not promote unresolved identity rows.
F568-V1,SFE/depletion,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object SFE/depletion extraction; do not promote unresolved identity rows.
F568-V1,Vrot/sigma,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object Vrot/sigma extraction; do not promote unresolved identity rows.
F568-V1,burstiness,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object burstiness extraction; do not promote unresolved identity rows.
F568-V1,centroid offset,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object centroid offset extraction; do not promote unresolved identity rows.
F568-V1,external morphology,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object external morphology extraction; do not promote unresolved identity rows.
F568-V1,lopsidedness,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object lopsidedness extraction; do not promote unresolved identity rows.
F568-V1,warp / PA twist,6,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F568-V1 before attempting same-object warp / PA twist extraction; do not promote unresolved identity rows.
F583-1,A/R mismatch,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object A/R mismatch extraction; do not promote unresolved identity rows.
F583-1,H I asymmetry,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object H I asymmetry extraction; do not promote unresolved identity rows.
F583-1,SFE/depletion,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object SFE/depletion extraction; do not promote unresolved identity rows.
F583-1,Vrot/sigma,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object Vrot/sigma extraction; do not promote unresolved identity rows.
F583-1,burstiness,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object burstiness extraction; do not promote unresolved identity rows.
F583-1,centroid offset,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object centroid offset extraction; do not promote unresolved identity rows.
F583-1,external morphology,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object external morphology extraction; do not promote unresolved identity rows.
F583-1,lopsidedness,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object lopsidedness extraction; do not promote unresolved identity rows.
F583-1,warp / PA twist,7,minimum_25_pool,primary_non_mature_acquisition,unresolved,,,,0,unresolved_identity_no_measurement,Resolve object identity for F583-1 before attempting same-object warp / PA twist extraction; do not promote unresolved identity rows.
NGC0100,A/R mismatch,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,H I asymmetry,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object H I asymmetry measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,SFE/depletion,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object SFE/depletion measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,Vrot/sigma,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object Vrot/sigma measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,burstiness,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,centroid offset,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,external morphology,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,lopsidedness,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
NGC0100,warp / PA twist,8,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC   100,6.011820833333334,16.48638888888889,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC0100 (NGC   100) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,A/R mismatch,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,H I asymmetry,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object H I asymmetry measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,SFE/depletion,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object SFE/depletion measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,Vrot/sigma,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object Vrot/sigma measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,burstiness,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,centroid offset,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,external morphology,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,lopsidedness,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
NGC1003,warp / PA twist,9,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  1003,39.820387499999995,40.87229166666666,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC1003 (NGC  1003) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,A/R mismatch,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,H I asymmetry,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object H I asymmetry measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,SFE/depletion,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object SFE/depletion measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,Vrot/sigma,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object Vrot/sigma measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,burstiness,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,centroid offset,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,external morphology,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,lopsidedness,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
NGC3109,warp / PA twist,10,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3109,150.77865416666668,-26.159572222222227,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3109 (NGC  3109) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,A/R mismatch,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,H I asymmetry,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object H I asymmetry measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,SFE/depletion,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object SFE/depletion measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,Vrot/sigma,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object Vrot/sigma measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,burstiness,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object burstiness measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,centroid offset,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object centroid offset measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,external morphology,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object external morphology measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,lopsidedness,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object lopsidedness measurements with source provenance; identity routes alone remain non-promoting.
NGC3741,warp / PA twist,11,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  3741,174.023974,45.284155,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC3741 (NGC  3741) to extract same-object warp / PA twist measurements with source provenance; identity routes alone remain non-promoting.
NGC5585,A/R mismatch,12,minimum_25_pool,primary_non_mature_acquisition,resolved,NGC  5585,214.95084999999997,56.72905000000001,4,object_identity_only_not_measurement,Use SIMBAD/NED/VizieR/ADS routes for NGC5585 (NGC  5585) to extract same-object A/R mismatch measurements with source provenance; identity routes alone remain non-promoting.
