galaxy_name,ra_deg,dec_deg,distance_mpc,stellar_mass_msun,effective_radius_kpc,lambda_R,V_over_sigma,ellipticity,fast_rotator_flag,fast_slow_class,T_type,KMAG_abs,source_reference,stellar_surface_density_msun_kpc2,compactness_proxy,virial_sigma_star_proxy_km_s,pressure_support_proxy,angular_momentum_suppression_proxy,roundness_proxy,slow_rotator_proxy,v_rms_proxy_km_s,pressure_channel_response_proxy,pressure_channel_class,response_label,claim_boundary
NGC0509,20.850327,9.433469,32.3,9355995128.158998,3.6709374219976,0.465,0.451,0.679,1,F,-1.3,-21.89,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,110498442.40778981,110498442.40778981,46.822185160405695,0.6891798759476223,0.5349999999999999,0.2852631578947368,0.0,51.36376639256768,0.23493589743589746,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0516,21.033607,9.551668,34.7,12562902434.668465,2.431666062826155,0.655,0.786,0.699,1,F,-1.5,-22.21,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,338144440.3500239,338144440.3500239,66.66351387216764,0.5599104143337066,0.345,0.26421052631578945,0.0,84.79106311053624,0.13589743589743591,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0524,21.198778,9.538793,23.3,125629024346.68465,4.930947514699956,0.325,0.344,0.034,1,F,-1.2,-24.71,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,822336105.5342922,822336105.5342922,148.03860320406991,0.7440476190476192,0.675,0.9642105263157895,0.0,156.5529052141456,0.6525641025641026,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0525,21.220442,9.70324,30.7,9101018286.587467,1.708884986786624,0.418,0.404,0.28,1,F,-2.0,-21.86,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,496003167.5096254,496003167.5096254,67.68364695831457,0.7122507122507123,0.5820000000000001,0.7052631578947368,0.0,72.99849982497658,0.3897435897435897,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0661,26.060976,28.705988,30.6,30980611593.729446,1.9556714032834492,0.139,0.134,0.306,0,S,-4.4,-23.19,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1289194214.669385,1289194214.669385,116.73261808056056,0.8818342151675486,0.861,0.6778947368421053,1.0,117.77598070910517,0.7557692307692307,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0680,27.447035,21.970827,37.5,76399406881.71526,2.6278811918150082,0.406,0.413,0.189,1,F,-4.0,-24.17,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1760753926.0338676,1760753926.0338676,158.13838724008787,0.7077140835102619,0.594,0.8010526315789473,0.0,171.09440770108344,0.6692307692307692,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0770,29.80685,18.954695,36.7,17502092991.59649,1.5496746297911985,0.195,0.184,0.276,1,F,-4.2,-22.57,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1159922765.7186904,1159922765.7186904,98.56436018682241,0.8445945945945946,0.8049999999999999,0.7094736842105263,0.0,100.21896963169539,0.6121794871794871,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0821,32.088123,10.99487,23.4,64727671934.27077,4.516378343854671,0.273,0.288,0.392,1,F,-4.8,-23.99,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,505044314.0749695,505044314.0749695,111.0311941029536,0.7763975155279503,0.727,0.5873684210526315,0.0,115.54416282692165,0.49775641025641026,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC0936,36.90609,-1.15628,22.4,142919005988.1649,5.69931258797901,0.657,0.677,0.223,1,F,-1.2,-24.85,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,700269424.2278941,700269424.2278941,146.86859155088968,0.5963029218843172,0.34299999999999997,0.7652631578947369,0.0,177.3604108546964,0.42243589743589743,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1023,40.100052,39.063251,11.1,65931049201.040504,2.575712808659387,0.391,0.372,0.363,1,F,-2.7,-24.01,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1581667691.031399,1581667691.031399,148.38549501368863,0.728862973760933,0.609,0.6178947368421053,0.0,158.32002194425894,0.6182692307692308,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1121,42.663387,-1.73404,35.3,19728314697.87477,1.2686714429458408,0.711,0.828,0.559,1,F,-1.8,-22.7,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1950795702.1354003,1950795702.1354003,115.65531253611,0.5470459518599563,0.28900000000000003,0.41157894736842093,0.0,150.1553417061984,0.3634615384615385,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1222,47.236446,-2.955212,33.3,19910858546.259167,2.0324444870795224,0.147,0.153,0.28,0,S,-3.0,-22.71,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,767136653.8643893,767136653.8643893,91.79749337005688,0.8673026886383347,0.853,0.7052631578947368,1.0,92.86572175516076,0.6551282051282051,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1248,48.202328,-5.224674,30.4,23718651116.194813,2.335866630345325,0.535,0.521,0.227,1,F,-2.0,-22.9,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,691853326.9115224,691853326.9115224,93.45792781060727,0.6574621959237344,0.46499999999999997,0.7610526315789473,0.0,105.38147024720674,0.40448717948717944,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1266,49.00312,-2.42737,29.9,24383159917.023968,2.9596860614073615,0.638,0.775,0.193,1,F,-2.1,-22.93,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,443015400.92568177,443015400.92568177,84.18163278764739,0.5633802816901409,0.362,0.7968421052631579,0.0,106.50307399381786,0.29615384615384616,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1289,49.707592,-1.973354,38.4,39727385716.02703,3.387705765429101,0.178,0.172,0.393,0,S,-2.1,-23.46,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,550932956.1826288,550932956.1826288,100.4355187517311,0.8532423208191127,0.8220000000000001,0.5863157894736841,1.0,101.91033272279904,0.6067307692307692,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC1665,72.071098,-5.427655,37.5,46461153401.705086,5.74917762375169,0.658,0.669,0.491,1,F,-1.8,-23.63,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,223716834.4062901,223716834.4062901,83.3752799902201,0.5991611743559018,0.34199999999999997,0.4831578947368421,0.0,100.31265896631149,0.2137820512820513,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2481,119.307182,23.767693,32.0,36905405964.830475,1.6245176611460397,0.678,0.686,0.684,1,F,0.4,-23.38,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2225672420.444529,2225672420.444529,139.79059392813062,0.5931198102016607,0.32199999999999995,0.2799999999999999,0.0,169.52144289763388,0.40801282051282045,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2549,124.743111,57.803108,12.3,15384733831.281294,1.1362648452693354,0.572,0.623,0.587,1,F,-2.0,-22.43,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1896491838.237354,1896491838.237354,107.91961405113808,0.6161429451632778,0.42800000000000005,0.3821052631578947,0.0,127.14968751641265,0.4137820512820513,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2577,125.681137,22.55304,30.8,37939358820.81974,2.1092360009880897,0.696,0.874,0.471,1,F,-3.0,-23.41,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1357249742.3555903,1357249742.3555903,124.38774108473352,0.5336179295624333,0.30400000000000005,0.5042105263157894,0.0,165.2005947527993,0.36826923076923074,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2592,126.783669,25.970339,25.0,23285736944.532867,1.4911264281535668,0.549,0.529,0.208,1,F,-4.8,-22.88,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1666791141.1085212,1666791141.1085212,115.89986628123287,0.6540222367560498,0.45099999999999996,0.7810526315789473,0.0,131.11758582763858,0.5375000000000001,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2594,126.821609,25.878935,35.1,14424141926.87656,1.1242983552743615,0.404,0.455,0.403,1,F,0.0,-22.36,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1816130148.539627,1816130148.539627,105.05080409700311,0.6872852233676976,0.596,0.5757894736842104,0.0,115.41373974353459,0.5259615384615385,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2679,132.887192,30.865419,31.1,21831822262.464325,3.375474627759212,0.193,0.185,0.368,1,F,-2.0,-22.81,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,304958275.3230926,304958275.3230926,74.58864964125829,0.8438818565400843,0.8069999999999999,0.6126315789473684,0.0,75.854309710024,0.4528846153846155,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2685,133.894791,58.734409,16.7,21236844495.80438,2.08109032420624,0.691,0.84,0.612,1,F,-1.0,-22.78,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,780419762.7334776,780419762.7334776,93.69031598159708,0.5434782608695653,0.30900000000000005,0.35578947368421054,0.0,122.35826137442643,0.22564102564102564,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2695,133.612778,-3.067101,31.5,46891053161.122375,2.476766202060761,0.575,0.582,0.293,1,F,-2.1,-23.64,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1216578377.2716808,1216578377.2716808,127.61380627134213,0.6321112515802781,0.42500000000000004,0.6915789473684211,0.0,147.65330994125654,0.4855769230769231,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2698,133.902222,-3.183882,27.1,34921266579.213326,1.654031399395047,0.593,0.569,0.516,1,F,-1.0,-23.32,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2031527095.6549866,2031527095.6549866,134.76226254153974,0.6373486297004461,0.40700000000000003,0.4568421052631578,0.0,155.05046919415315,0.48493589743589743,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2699,133.953415,-3.127507,26.2,20095091452.076656,1.4583969594074773,0.444,0.45,0.143,1,F,-5.0,-22.72,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1503691061.923285,1503691061.923285,108.86851362752756,0.6896551724137931,0.556,0.8494736842105264,0.0,119.3836454231033,0.5842948717948718,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2764,137.072983,21.443447,39.6,30980611593.729446,2.3619442621952498,0.658,0.783,0.614,1,F,-2.0,-23.19,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,883834253.8128198,883834253.8128198,106.21976745044024,0.5608524957936063,0.34199999999999997,0.3536842105263158,0.0,134.9070081848814,0.271474358974359,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2768,137.906265,60.037209,21.8,125629024346.68465,6.668542947018745,0.253,0.236,0.472,1,F,-4.4,-24.71,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,449622683.8864725,449622683.8864725,127.29891217504922,0.8090614886731392,0.747,0.503157894736842,0.0,130.79589996356805,0.5153846153846153,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2778,138.101639,35.027424,22.3,12796464228.91737,1.7134811137072614,0.572,0.574,0.224,1,F,-4.8,-22.23,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,693667703.7449389,693667703.7449389,80.14944284274182,0.6353240152477764,0.42800000000000005,0.7642105263157895,0.0,92.4146362815548,0.36346153846153845,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2824,139.759277,26.269999,40.7,24383159917.023968,1.4294496679054665,0.492,0.534,0.162,1,F,-2.0,-22.93,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1899207350.3845232,1899207350.3845232,121.13112050708114,0.651890482398957,0.508,0.8294736842105264,0.0,137.31995698115122,0.5846153846153846,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2852,140.810684,40.163879,28.5,12220528465.904612,0.9781812161514521,0.368,0.32,0.135,1,F,1.0,-22.18,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2032691545.7043648,2032691545.7043648,103.66460787003767,0.7575757575757576,0.632,0.8578947368421053,0.0,108.84290174169917,0.6423076923076924,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2859,141.077286,34.513378,27.0,73635965740.25377,3.5232075100490494,0.359,0.41,0.089,1,F,-1.2,-24.13,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,944134075.8980668,944134075.8980668,134.08217838061225,0.7092198581560284,0.641,0.9063157894736842,0.0,144.9142418684479,0.6246794871794873,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2880,142.394241,62.49062,21.3,25532302840.80617,2.157516184868545,0.581,0.627,0.282,1,F,-2.7,-22.98,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,872975376.5380954,872975376.5380954,100.89348827395284,0.6146281499692686,0.41900000000000004,0.7031578947368421,0.0,119.08547791258628,0.3935897435897436,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2950,145.646317,58.851219,14.5,24383159917.023968,1.0887858325082287,0.436,0.488,0.362,1,F,-2.0,-22.93,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,3273596867.204246,3273596867.204246,138.79343943032896,0.6720430107526881,0.5640000000000001,0.6189473684210527,0.0,154.43812376252842,0.5987179487179487,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2962,145.224609,5.16582,34.0,65931049201.040504,4.046256181770587,0.43,0.376,0.484,1,F,-1.1,-24.01,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,640919325.2562927,640919325.2562927,118.3895802339005,0.7267441860465117,0.5700000000000001,0.4905263157894737,0.0,126.48174504899748,0.4458333333333333,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC2974,145.638611,-3.699116,20.9,46035194986.97272,3.8523057150266546,0.663,0.813,0.407,1,F,-4.2,-23.62,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,493706254.00737226,493706254.00737226,101.38642186467126,0.5515719801434087,0.33699999999999997,0.5715789473684211,0.0,130.6653871730415,0.26506410256410257,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3032,148.034119,29.236279,21.4,10449367105.054768,1.3676917656949612,0.344,0.267,0.102,1,F,-1.9,-22.01,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,889065287.7567037,889065287.7567037,81.06736416912084,0.7892659826361484,0.656,0.8926315789473684,0.0,83.90722830818771,0.5560897435897436,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3073,150.216843,55.618935,32.8,8454540073.709286,2.1451037524061873,0.145,0.136,0.124,1,F,-2.8,-21.78,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,292424336.68932706,292424336.68932706,58.225874153189835,0.880281690140845,0.855,0.8694736842105263,0.0,58.761879902536506,0.5288461538461539,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3098,150.569458,24.711092,23.0,20095091452.076656,1.46994909397122,0.635,0.744,0.553,1,F,-1.5,-22.72,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1480149316.1671708,1480149316.1671708,108.43987822962406,0.573394495412844,0.365,0.4178947368421052,0.0,135.16046649013822,0.3653846153846154,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3156,153.171692,3.12932,21.8,11887485138.296074,1.836669239412231,0.648,0.771,0.478,1,F,-2.5,-22.15,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,560851923.5096508,560851923.5096508,74.61475072691583,0.564652738565782,0.352,0.49684210526315786,0.0,94.2169235420044,0.22051282051282053,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3182,154.887558,58.205818,34.0,30980611593.729446,3.443922548616457,0.306,0.372,0.166,1,F,0.4,-23.19,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,415722343.4877332,415722343.4877332,87.96572384134498,0.728862973760933,0.694,0.8252631578947368,0.0,93.85509902851092,0.4814102564102564,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
