query_alias,hit_index,source_system,source_id,title,year,venue,doi_or_url,abstract_or_notes,raw_cache_path
SIMBAD bibcode list,8,SIMBAD_bibcode,2023ApJS..269,SIMBAD bibliography entry 2023ApJS..269,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJS..269/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,9,SIMBAD_bibcode,2023ApJS..269,SIMBAD bibliography entry 2023ApJS..269,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJS..269/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,10,SIMBAD_bibcode,2009ApJS..182,SIMBAD bibliography entry 2009ApJS..182,2009.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2009ApJS..182/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,11,SIMBAD_bibcode,2023ApJS..269,SIMBAD bibliography entry 2023ApJS..269,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJS..269/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,12,SIMBAD_bibcode,2019MNRAS.488,SIMBAD bibliography entry 2019MNRAS.488,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,13,SIMBAD_bibcode,2023ApJS..269,SIMBAD bibliography entry 2023ApJS..269,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJS..269/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,14,SIMBAD_bibcode,2025A&A...697A,SIMBAD bibliography entry 2025A&A...697A,2025.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2025A%26A...697A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,15,SIMBAD_bibcode,2025A&A...698A,SIMBAD bibliography entry 2025A&A...698A,2025.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2025A%26A...698A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,16,SIMBAD_bibcode,2025A&A...704A,SIMBAD bibliography entry 2025A&A...704A,2025.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2025A%26A...704A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,17,SIMBAD_bibcode,2025AJ....169,SIMBAD bibliography entry 2025AJ....169,2025.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2025AJ....169/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,18,SIMBAD_bibcode,2025ApJ...979,SIMBAD bibliography entry 2025ApJ...979,2025.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2025ApJ...979/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,19,SIMBAD_bibcode,2024AJ....168,SIMBAD bibliography entry 2024AJ....168,2024.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2024AJ....168/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,20,SIMBAD_bibcode,2024PASJ...76.1336L,SIMBAD bibliography entry 2024PASJ...76.1336L,2024.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2024PASJ...76.1336L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,21,SIMBAD_bibcode,2023ApJ...952L,SIMBAD bibliography entry 2023ApJ...952L,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJ...952L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,22,SIMBAD_bibcode,2023ApJS..269,SIMBAD bibliography entry 2023ApJS..269,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023ApJS..269/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,23,SIMBAD_bibcode,2023MNRAS.523.3393K,SIMBAD bibliography entry 2023MNRAS.523.3393K,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3393K/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,24,SIMBAD_bibcode,2023MNRAS.525.2241H,SIMBAD bibliography entry 2023MNRAS.525.2241H,2023.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.2241H/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,25,SIMBAD_bibcode,2022A&A...660A,SIMBAD bibliography entry 2022A&A...660A,2022.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2022A%26A...660A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,26,SIMBAD_bibcode,2022A&A...665A,SIMBAD bibliography entry 2022A&A...665A,2022.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2022A%26A...665A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,27,SIMBAD_bibcode,2022ApJS..259,SIMBAD bibliography entry 2022ApJS..259,2022.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2022ApJS..259/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,28,SIMBAD_bibcode,2022MNRAS.511.6160K,SIMBAD bibliography entry 2022MNRAS.511.6160K,2022.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.6160K/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,29,SIMBAD_bibcode,2021A&A...647A,SIMBAD bibliography entry 2021A&A...647A,2021.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2021A%26A...647A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,30,SIMBAD_bibcode,2021A&A...651L,SIMBAD bibliography entry 2021A&A...651L,2021.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2021A%26A...651L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,31,SIMBAD_bibcode,2021ApJ...921,SIMBAD bibliography entry 2021ApJ...921,2021.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2021ApJ...921/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,32,SIMBAD_bibcode,2021MNRAS.502.5711N,SIMBAD bibliography entry 2021MNRAS.502.5711N,2021.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.5711N/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,33,SIMBAD_bibcode,2020A&A...633A,SIMBAD bibliography entry 2020A&A...633A,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020A%26A...633A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,34,SIMBAD_bibcode,2020ATel13909,SIMBAD bibliography entry 2020ATel13909,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ATel13909/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,35,SIMBAD_bibcode,2020ATel13911,SIMBAD bibliography entry 2020ATel13911,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ATel13911/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,36,SIMBAD_bibcode,2020ATel13912,SIMBAD bibliography entry 2020ATel13912,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ATel13912/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,37,SIMBAD_bibcode,2020ATel13915,SIMBAD bibliography entry 2020ATel13915,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ATel13915/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,38,SIMBAD_bibcode,2020ApJ...902,SIMBAD bibliography entry 2020ApJ...902,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ApJ...902/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,39,SIMBAD_bibcode,2020ApJ...904,SIMBAD bibliography entry 2020ApJ...904,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ApJ...904/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,40,SIMBAD_bibcode,2020ApJS..247,SIMBAD bibliography entry 2020ApJS..247,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020ApJS..247/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,41,SIMBAD_bibcode,2020MNRAS.492.4892Y,SIMBAD bibliography entry 2020MNRAS.492.4892Y,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.4892Y/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,42,SIMBAD_bibcode,2020MNRAS.494.1784A,SIMBAD bibliography entry 2020MNRAS.494.1784A,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.1784A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,43,SIMBAD_bibcode,2020MNRAS.494.2875M,SIMBAD bibliography entry 2020MNRAS.494.2875M,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.2875M/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,44,SIMBAD_bibcode,2020MNRAS.495,SIMBAD bibliography entry 2020MNRAS.495,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020MNRAS.495/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,45,SIMBAD_bibcode,2020MNRAS.495.3636M,SIMBAD bibliography entry 2020MNRAS.495.3636M,2020.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2020MNRAS.495.3636M/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,46,SIMBAD_bibcode,2019A&A...623A,SIMBAD bibliography entry 2019A&A...623A,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019A%26A...623A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,47,SIMBAD_bibcode,2019A&A...626A,SIMBAD bibliography entry 2019A&A...626A,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019A%26A...626A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,48,SIMBAD_bibcode,2019ApJ...883L,SIMBAD bibliography entry 2019ApJ...883L,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019ApJ...883L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,49,SIMBAD_bibcode,2019ApJS..244,SIMBAD bibliography entry 2019ApJS..244,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019ApJS..244/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,50,SIMBAD_bibcode,2019MNRAS.482.5106L,SIMBAD bibliography entry 2019MNRAS.482.5106L,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5106L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,51,SIMBAD_bibcode,2019MNRAS.486.1658C,SIMBAD bibliography entry 2019MNRAS.486.1658C,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.1658C/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,52,SIMBAD_bibcode,2019MNRAS.486.1995S,SIMBAD bibliography entry 2019MNRAS.486.1995S,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.1995S/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,53,SIMBAD_bibcode,2019MNRAS.488,SIMBAD bibliography entry 2019MNRAS.488,2019.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,54,SIMBAD_bibcode,2018A&A...612L,SIMBAD bibliography entry 2018A&A...612L,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018A%26A...612L/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,55,SIMBAD_bibcode,2018A&A...615A,SIMBAD bibliography entry 2018A&A...615A,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018A%26A...615A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,56,SIMBAD_bibcode,2018ApJ...864,SIMBAD bibliography entry 2018ApJ...864,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018ApJ...864/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,57,SIMBAD_bibcode,2018ApJS..234,SIMBAD bibliography entry 2018ApJS..234,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018ApJS..234/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,58,SIMBAD_bibcode,2018AstBu..73,SIMBAD bibliography entry 2018AstBu..73,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018AstBu..73/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,59,SIMBAD_bibcode,2018MNRAS.477.4187H,SIMBAD bibliography entry 2018MNRAS.477.4187H,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.4187H/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,60,SIMBAD_bibcode,2018MNRAS.480.2292S,SIMBAD bibliography entry 2018MNRAS.480.2292S,2018.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2292S/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,61,SIMBAD_bibcode,2017ApJ...837,SIMBAD bibliography entry 2017ApJ...837,2017.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2017ApJ...837/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,62,SIMBAD_bibcode,2017ApJ...843,SIMBAD bibliography entry 2017ApJ...843,2017.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2017ApJ...843/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,63,SIMBAD_bibcode,2016A&A...595A,SIMBAD bibliography entry 2016A&A...595A,2016.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2016A%26A...595A/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,64,SIMBAD_bibcode,2016AJ....152,SIMBAD bibliography entry 2016AJ....152,2016.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2016AJ....152/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
SIMBAD bibcode list,65,SIMBAD_bibcode,2016AJ....152,SIMBAD bibliography entry 2016AJ....152,2016.0,SIMBAD bibliography,https://ui.adsabs.harvard.edu/abs/2016AJ....152/abstract,Bibliography/source-discovery hit only; title/evidence not extracted by M31 without ADS metadata API.,/home/jenholm/photonland/cghs/cghstc_34/data/external/m30_web_probe/UGC07125_simbad_ascii.txt
