galaxy_name,T,Vflat,e_Vflat,RHI,SBeff,SBdisk,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,A_gov_star_sigma,A_gov,maturity_class,A_gov_star_sigma_gas,v_newton_km_s,v_bdvr_full_km_s,A_implied,distance_to_half_activation,log10_velocity_error_full_bdvr,claim_boundary,stellar_to_gas_ratio,RHI_over_Rdisk,v_bdvr_full_source_km_s,v_full_normalization,btfr_v2_km2_s2,A_inferred,A_gov_inferred,alpha_BTFR,btfr_offset_dex,A_inferred_bin,clipped_low_activation,clipped_high_activation,A_star,A_sigma,A_gas,A_HI,A_pred_final,best_model_variant,A_pred_current,A_gov_pred,A_class,v_governor_pred_km_s,log10_velocity_residual_pred_minus_obs,abs_log10_velocity_residual,juvenile_candidate,mature_falsifier_candidate,asymmetry_index,warp_index,lopsidedness_index,approach_recede_mismatch_km_s,non_circular_motion_index,S_HI_disturbance,j_star,j_gas,j_bar,lambda_R,m24_external_j_source,m24_external_j_quality_flag,angular_residual_abs,measurement_contamination_flag,taxonomy_stage,boundary_stage,quarantine_flag,R_res_scalar,J_set_hi_disturbance,J_set_angular_residual_side_channel,J_set_independent,Q_branch,A_reservoir_settling_nonleaky,A_hi_disturbance_crossmatch_only,A_angular_sidechannel,uses_sfr_depletion_observable,uses_kinematic_settling_observable,A_oof_scalar_plus_sparse_hi,A_oof_with_velocity_angular_sidechannel
F574-1,7.0,97.8,4.1,16.19,29.98,128.48,7955420000.000001,3268500000.0,4686920000.000001,4.46,0.4108519726174104,0.5891480273825895,63652215.87866868,7.803813527033311,0.1205160633108389,0.0486114805074435,transition,0.0486114805074435,71.51639399850716,127.94767293822812,0.6941665594824716,0.1941665594824716,0.0404912838571592,diagnostic_governor_hypothesis_not_accepted_model,0.697366287455301,3.630044843049328,107.35694354973056,vN2_plus_sqrt_GMbar_a0_Qeff1,11256.012399758083,0.3953660702742239,0.3953660702742239,0.8497538613413013,-0.0353534266378766,transition,False,False,0.833205768430071,0.5038134530882591,0.7836077394343032,0.9795669151458812,0.3222217508924109,product_star_sigma_gas_hi,0.3222217508924109,0.3222217508924109,transition,93.49613165295368,-0.0195452122202212,0.0195452122202212,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.038125643615074,False,mature_or_control,False,False,0.2643929883887829,,0.7793891046385296,0.5,1.0,0.3395907206603695,,0.5012891905320818,False,False,0.6012894248943095,0.5737171791643372
F579-V1,5.0,112.1,13.4,20.96,56.6,201.76,8909850000.0,5924000000.0,2985850000.0,3.37,0.6648821248393632,0.3351178751606368,124862125.2020643,8.096430722519624,0.5532698359737562,0.4954855462357668,transition,0.4954855462357668,87.068633236026,139.61748954669423,1.0,0.5,-0.0064736539990357,diagnostic_governor_hypothesis_not_accepted_model,1.984024649597267,6.2195845697329375,110.44141406301956,vN2_plus_sqrt_GMbar_a0_Qeff1,11912.096493731664,0.4185210478301462,0.4185210478301462,1.0549284927814886,0.0116115112183184,transition,False,False,0.984462223112073,0.7659752339672691,0.9650768229134704,0.7825204835477995,0.5694706999673705,product_star_sigma_gas_hi,0.5694706999673705,0.5694706999673705,transition,119.85214567104688,0.0290402008665165,0.0290402008665165,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.058040578112708,True,mature_or_control,False,False,0.42519335548051923,,0.662618168172346,0.5,1.0,0.45116411411598994,,0.5344262642152611,False,False,0.532578065111003,0.5899856841435062
F583-1,9.0,85.8,3.6,15.65,11.19,60.93,3320580000.0,493000000.0,2827580000.0,2.36,0.1484680387161279,0.8515319612838721,94887733.57729214,7.97721007350196,0.0124676066455833,0.0005827180184611,juvenile,0.0005827180184611,63.5173621461452,106.33229803388308,0.9752101366470044,0.4752101366470044,0.0024805595421997,diagnostic_governor_hypothesis_not_accepted_model,0.1743540412649686,6.63135593220339,86.29146602759424,vN2_plus_sqrt_GMbar_a0_Qeff1,7272.10231116198,0.4575272134013476,0.4575272134013476,1.0123124902547902,0.0026572976770827,transition,False,False,0.2659400852850787,0.6701448565572562,0.3074100301830841,0.7044634784041794,0.03859481902144,product_star_sigma_gas_hi,0.03859481902144,0.03859481902144,low,65.68957882807022,-0.1159908104722153,0.1159908104722153,True,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0479465878898608,False,juvenile_forming,True,False,0.11212390295666357,,0.7218041369307369,0.5,1.0,0.20668934350643908,,0.3298126730044764,False,False,0.5017022542371196,0.5215831534959764
IC4202,4.0,242.6,11.0,32.13,391.59,8888.53,106268080000.0,89874500000.0,16393580000.0,4.78,0.8457337330268883,0.1542662669731117,740230835.6333491,8.869367172445768,0.9617094735606552,0.9436721794762768,mature,0.9436721794762768,202.8276746883573,286.84164836887305,1.0,0.5,-0.0631031329347157,diagnostic_governor_hypothesis_not_accepted_model,5.482298558338081,6.7217573221757325,209.7913915226709,vN2_plus_sqrt_GMbar_a0_Qeff1,41139.06561948612,0.4306294786657136,0.4306294786657136,1.4306294786657134,0.0777635848019734,transition,False,False,0.9974198836414798,0.986312209147665,0.9915564233780658,0.6853012472483689,0.6684845668802402,product_star_sigma_gas_hi,0.6684845668802402,0.6684845668802402,transition,261.9921679783311,0.0333975121379187,0.0333975121379187,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0337345340072361,False,mature_or_control,False,False,0.7890468249849061,,0.8051363136536437,0.5,1.0,0.7021324548367431,,0.7964048679251072,False,False,0.3762191764155674,0.33968714688836915
NGC0024,5.0,106.3,7.9,7.29,151.65,1182.58,2843580000.0,1944500000.0,899080000.0000001,1.34,0.6838210987557938,0.3161789012442063,252043780.9519115,8.401475985917836,0.7853626911934626,0.7162449635294088,transition,0.7162449635294088,78.00488619946532,113.2002992120388,1.0,0.5,-0.1074025413310721,diagnostic_governor_hypothesis_not_accepted_model,2.1627663834141564,5.440298507462686,83.0100591249191,vN2_plus_sqrt_GMbar_a0_Qeff1,6729.545470703575,0.7749301571274237,0.7749301571274237,1.679116375569807,0.1125403985503548,high,False,False,0.987108489877616,0.9172764022224134,0.9698386609986854,0.8869242361808706,0.7788451564067332,product_star_sigma_gas_hi,0.7788451564067332,0.7788451564067332,high,106.4238514886014,0.0005057075055413,0.0005057075055413,False,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0083634284144911,False,mature_or_control,False,False,0.565828278123463,,0.9538994320861565,0.5,1.0,0.54293222949611,,0.818920021351839,False,False,0.46986375537256514,0.3646289043647418
NGC0100,6.0,88.1,6.4,16.36,64.99,1193.52,4262700000.0,1616000000.0,2646700000.0,1.66,0.3791024468060149,0.620897553193985,246200383.1898038,8.391288724537977,0.2475247759715309,0.0816399210386158,transition,0.0816399210386158,85.80840348533991,124.90988105768707,0.371210947874995,0.1287890521250049,0.0181096442728357,diagnostic_governor_hypothesis_not_accepted_model,0.6105716552688253,9.855421686746988,91.85135187873628,vN2_plus_sqrt_GMbar_a0_Qeff1,8239.396277142641,0.0483685791885847,0.0483685791885847,0.9420119798742904,-0.0129717870535531,low,False,False,0.7843205405477046,0.9141313053497688,0.7374621638816675,0.0866357916084953,0.045807781834274,product_star_sigma_gas_hi,0.045807781834274,0.045807781834274,low,87.98017149228781,-0.0005911042369721,0.0005911042369721,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0287565657560033,False,failed_stalled,True,False,0.24327392782547433,,0.8343245600154101,0.5,1.0,0.323522919161096,,0.5258068028004219,False,False,0.3654735187781102,0.3478349665848209
NGC0801,5.0,220.1,6.2,44.99,818.14,1558.94,187142330000.0,156285000000.0,30857330000.0,8.72,0.8351130393642101,0.1648869606357899,391705071.1381973,8.59295919409849,0.9057423542067708,0.8868908718486853,mature,0.8868908718486853,233.65200456150845,330.4338337265455,0.0,0.5,0.0335696823142131,diagnostic_governor_hypothesis_not_accepted_model,5.064760949829425,5.159403669724771,237.7878854327841,vN2_plus_sqrt_GMbar_a0_Qeff1,54593.25923561118,0.0,0.0,0.8873624817109284,-0.0259494687486376,low,True,False,0.9971316057759098,0.9597605811987114,0.9908145285459468,0.9121838656288352,0.8649482881154322,product_star_sigma_gas_hi,0.8649482881154322,0.8649482881154322,high,319.08244287972826,0.1612828657760906,0.1612828657760906,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0615193459804852,False,true_falsifier_candidate,True,False,0.7506775870194203,,0.642220462032912,0.5,1.0,0.6718246021223684,,0.7046380565932707,False,False,0.46834037789838256,0.5312950479679167
NGC0891,3.0,216.1,5.7,18.16,1617.45,5067.92,75104460000.0,69170000000.0,5934460000.0,2.55,0.9209839202625252,0.0790160797374749,1838253911.149189,9.26440549866864,0.9902027686284448,0.981364379587435,mature,0.981364379587435,185.97001889440784,263.0013229152524,1.0,0.5,-0.0401980949115302,diagnostic_governor_hypothesis_not_accepted_model,11.65565190430132,7.121568627450981,196.99566617863684,vN2_plus_sqrt_GMbar_a0_Qeff1,34584.84792758641,0.3502794662500347,0.3502794662500347,1.3502794662500348,0.0652118316880249,transition,False,False,0.9987826237130316,0.997150113044684,0.9953576035415026,0.5934947134256248,0.5883388322172799,product_star_sigma_gas_hi,0.5883388322172799,0.5883388322172799,transition,234.37674152892137,0.0352597452118728,0.0352597452118728,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.003115116210723,False,mature_or_control,False,False,0.9071058597461819,,0.9846728363860155,0.5,1.0,0.8147566454062912,,0.9579745763041495,False,False,0.26625511269694285,0.11564601600935995
NGC1003,6.0,109.8,4.2,33.33,140.87,1345.33,11230400000.0,3410000000.0,7820400000.0,1.61,0.3036401196751674,0.6963598803248326,689546573.3957869,8.838563604646323,0.1422813562876586,0.0267371588548037,transition,0.0267371588548037,115.6445870046507,163.5461433570124,0.0,0.5,0.0363757592757086,diagnostic_governor_hypothesis_not_accepted_model,0.4360390772850493,20.701863354037265,119.39278955280356,vN2_plus_sqrt_GMbar_a0_Qeff1,13373.670503476227,0.0,0.0,0.9014757763671736,-0.0225229693745119,low,True,False,0.6309748479680837,0.984545112426403,0.6056637416521518,1.8471526711205337e-06,6.949955689801264e-07,product_star_sigma_gas_hi,6.949955689801264e-07,6.949955689801264e-07,low,115.6446271908815,0.0225231202908297,0.0225231202908297,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0233679347075637,False,failed_stalled,True,False,0.10252976530312057,,0.8659207218743308,0.5,1.0,0.1962139591002962,,0.4124680703883772,False,False,0.12979474616376885,0.11051778814812245
NGC1090,4.0,164.4,3.7,30.49,283.68,2055.09,47703890000.0,36022500000.0,11681390000.0,3.53,0.7551270976014745,0.2448729023985255,609290653.0196078,8.784824515769072,0.9344752102096356,0.892271848750169,mature,0.892271848750169,166.02173646450927,234.7901913568409,0.0,0.5,0.0167174293331434,diagnostic_governor_hypothesis_not_accepted_model,3.0837511631749304,8.637393767705383,170.8516756429056,vN2_plus_sqrt_GMbar_a0_Qeff1,27563.216978690973,0.0,0.0,0.9805589826795166,-0.0042631387432271,low,True,False,0.9936395221315648,0.9809096627228728,0.9827241142301312,0.242799189679939,0.2325609088207237,product_star_sigma_gas_hi,0.2325609088207237,0.2325609088207237,low,184.3185931187577,0.049667333635158,0.049667333635158,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0466728506407996,False,true_falsifier_candidate,True,False,0.642768212935714,,0.7292726772567122,0.5,1.0,0.5943094763254788,,0.6833025110182865,False,False,0.3409815902864619,0.3627036424829963
NGC2403,6.0,131.2,4.9,15.11,341.06,1408.74,9275170000.0,5020500000.0,4254670000.0,1.39,0.5412838794329377,0.4587161205670624,764033514.5787768,8.883112409462322,0.7281133473124252,0.5195676440307543,mature,0.5195676440307543,110.24451032869754,155.90928168402485,1.0,0.5,-0.0605548548670959,diagnostic_governor_hypothesis_not_accepted_model,1.17999750861994,10.870503597122305,114.12452426744402,vN2_plus_sqrt_GMbar_a0_Qeff1,12153.852057614306,0.4162950082328754,0.4162950082328754,1.416295008232875,0.0755768622359338,transition,False,False,0.9484774673740476,0.9870349687376554,0.91135323573941,0.033230126532589,0.0283516469370487,product_star_sigma_gas_hi,0.0283516469370487,0.0283516469370487,low,111.79639430713722,-0.0695060382671076,0.0695060382671076,True,True,0.3363310990095116,0.0308291514077503,0.0602744686477674,117.5766808229216,0.0364310253609641,0.55,,,,,,blocked_no_local_external_measurement_found,0.0426058032686156,False,mature_or_control,False,False,0.45342472510452353,0.5384615384615383,0.753119751941225,0.5384615384615383,1.0,0.4831326374477343,0.49165184662021927,0.5984788224265408,False,True,0.24132559236331413,0.26079497440762905
NGC2841,3.0,284.8,8.6,45.12,983.63,4751.49,107061250000.0,94060500000.0,13000750000.000002,3.64,0.8785671753318778,0.1214328246681222,1286025778.2195086,9.109249674051874,0.9825675027448064,0.9692267056680238,mature,0.9692267056680238,203.2050892692085,287.3753931877502,1.0,0.5,-0.1256033236803658,diagnostic_governor_hypothesis_not_accepted_model,7.235005672749648,12.395604395604394,213.27338466257805,vN2_plus_sqrt_GMbar_a0_Qeff1,41292.30830490702,0.964313532706068,0.964313532706068,1.964313532706068,0.146605404316243,high,False,False,0.998140658387423,0.9947119239957736,0.9934942211054784,0.0074238614135633,0.007322919699839,product_star_sigma_gas_hi,0.007322919699839,0.007322919699839,low,203.94775939648085,-0.1450210465158716,0.1450210465158716,True,False,0.3520187555840032,0.0450378352887138,0.0459359448251217,280.50763066688984,0.0312957031281296,0.625,,,,,,blocked_no_local_external_measurement_found,0.0940991665160471,False,mature_or_control,False,False,0.7456795431758353,0.3076923076923077,0.45118914559600665,0.3076923076923077,1.0,0.6023771886795195,0.5564376775093804,0.623280366357801,False,True,0.21696968366515618,0.38535270248341863
NGC2903,4.0,184.6,5.6,13.76,632.16,1193.52,44325660000.0,40931500000.0,3394160000.0000005,2.33,0.9234267464940172,0.0765732535059827,1299461750.0434136,9.113763500466842,0.9851546585750944,0.97657168271267,mature,0.97657168271267,163.0010139476626,230.51824460535047,1.0,0.5,-0.0329206633571905,diagnostic_governor_hypothesis_not_accepted_model,12.059390246776816,5.90557939914163,171.124043373264,vN2_plus_sqrt_GMbar_a0_Qeff1,26569.33054796609,0.2825750328364455,0.2825750328364455,1.282575032836446,0.0540413907490937,low,False,False,0.998811966909296,0.994806053591222,0.9954470382784688,0.8312371419556819,0.8221768717114722,product_star_sigma_gas_hi,0.8221768717114722,0.8221768717114722,high,220.03186046879875,0.0762538742412227,0.0762538742412227,False,True,0.2978731192301238,0.0724110049985998,0.0204237066668467,136.13258428987592,0.0403712309639533,0.525,,,,,,blocked_no_local_external_measurement_found,0.0254374468988856,False,mature_or_control,False,False,0.905304732726894,0.6153846153846153,0.8537861664411932,0.6153846153846153,1.0,0.8364360743585835,0.8104882483284952,0.8845007112333089,False,True,0.334692977640928,0.29595486260001674
NGC2998,5.0,209.9,8.1,43.58,479.55,774.16,106640830000.0,75451000000.0,31189830000.0,6.2,0.7075245007001539,0.292475499299846,441530052.8075565,8.644960269237012,0.8891085775960723,0.8262052992718101,mature,0.8262052992718101,203.0053027491536,287.0928523815092,1.0,0.5,-0.0056040485800147,diagnostic_governor_hypothesis_not_accepted_model,2.4190898122881723,7.029032258064516,207.20889274251493,vN2_plus_sqrt_GMbar_a0_Qeff1,41211.15294427551,0.0690797721571615,0.0690797721571615,1.0690797721571617,0.0145050562129409,low,False,False,0.9898013106223832,0.9670685443590886,0.9749178312281732,0.6156127823373926,0.5744879508101016,product_star_sigma_gas_hi,0.5744879508101016,0.5744879508101016,transition,254.72821545669817,0.0840646145023949,0.0840646145023949,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0005011142283426,False,mature_or_control,False,False,0.6118605130381549,,1.0,0.5,1.0,0.5734254311940095,,0.9956409767339438,False,False,0.40441450080893027,0.2527834909908795
