priority_rank,object_name,source_type,m40_stratum,formation_state_pred,testability_class,A_activation_pred,expected_missing_signature,recommended_observation,falsification_condition
2,UGC05721,direct_sparc_m36_m41,measurement_contaminated_candidates,measurement_limited_activation_unknown,measurement_limited,0.4969611848692015,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
2,UGC06667,direct_sparc_m36_m41,measurement_contaminated_candidates,measurement_limited_activation_unknown,measurement_limited,0.5801359221008618,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
2,UGC08550,direct_sparc_m36_m41,measurement_contaminated_candidates,measurement_limited_activation_unknown,measurement_limited,0.49618262574692046,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
2,UGC10310,direct_sparc_m36_m41,measurement_contaminated_candidates,measurement_limited_activation_unknown,measurement_limited,0.32303532244869565,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
3,DDO161,direct_sparc_m36_m41,measurement_contaminated_candidates,underactivated_unsettled_candidate,testable_direct,0.32686109815294284,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
3,F583-1,direct_sparc_m36_m41,clean_juvenile_failed_candidates,underactivated_unsettled_candidate,testable_direct,0.45058676881105086,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
3,NGC3741,direct_sparc_m36_m41,clean_juvenile_failed_candidates,underactivated_unsettled_candidate,testable_direct,0.49453329194240936,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
3,UGC00731,direct_sparc_m36_m41,clean_juvenile_failed_candidates,underactivated_unsettled_candidate,testable_direct,0.41150627493715186,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
3,UGC12632,direct_sparc_m36_m41,measurement_contaminated_candidates,underactivated_unsettled_candidate,testable_direct,0.3944166461733851,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,10498-12701,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3779962138623655,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,10838-6103,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3801536201884361,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,11022-12702,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.38113485328775487,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,11751-12702,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3790566897404663,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,11824-12702,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3775522847213707,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,11941-9101,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37989392940201444,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,12700-12701,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.36734223839806196,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8139-3703,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3746484968033827,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8553-12703,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3799365638002393,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8598-12704,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3811274421685824,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8611-6104,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3694254413514542,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8617-12705,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37514367108239693,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8619-12704,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3756582738044482,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8619-12705,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37615466607103454,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8655-12703,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3769838059851469,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8977-12704,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37718232482271596,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,8982-12702,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37697431961864103,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,9001-12704,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3796208883260214,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,9091-6103,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.36829770495079805,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,9894-9102,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3757531348726181,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,DDO161,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3623451374811129,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS101001,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2000526185641639,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS101026,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.38348182300196115,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS101026,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.17328820592941413,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS101033,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22310879498517067,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS102001,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.36866463010131795,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS102001,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.17544318646065987,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS107026,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2339979053199524,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS108119,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3735864766231639,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS108119,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.18255163697812324,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS108140,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22100614192373988,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS108148,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2134474190979198,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109065,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23029579059889083,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109080,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.38211708852134785,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109080,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2266951176243996,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109082,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22111864745926393,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109102,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23325447540304187,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS109127,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.20111388846812134,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS110036,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2233622361824602,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
