galaxy_name,canonical_name,source_family,endpoint_overlap,proxy_only,approach_recede_mismatch_km_s,ar_mismatch_norm,valid_pixel_count,mom1_unit_original,metric_definition
NGC_3031,NGC3031,THINGS,False,True,82.66821875,0.5652724654947408,1995089,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3077,NGC3077,THINGS,False,True,43.915753906249996,0.28430554308230505,482419,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3184,NGC3184,THINGS,False,True,7.564156250000053,0.020745623489244303,196342,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3198,NGC3198,THINGS,True,False,70.8755625,0.4797721922349703,177991,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3351,NGC3351,THINGS,False,True,24.824749999999995,0.145890073642354,144848,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3521,NGC3521,THINGS,True,False,65.25696875,0.4390357126177815,220438,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3621,NGC3621,THINGS,False,True,24.529656250000016,0.1437505559859949,408695,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_3627,NGC3627,THINGS,False,True,26.91562500000009,0.16104954069219962,58911,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_4214,NGC4214,THINGS,False,True,28.433625000000006,0.17205549321526453,315453,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_4449,NGC4449,THINGS,False,True,40.25450781250001,0.25776041746763345,560818,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_4736,NGC4736,THINGS,False,True,101.41471875000002,0.7011901789161161,211674,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_4826,NGC4826,THINGS,False,True,103.97637499999996,0.7197629503706046,252392,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_5055,NGC5055,THINGS,True,False,142.62817187500002,1.0,744412,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_5194,NGC5194,THINGS,False,True,28.97329687499999,0.17596827518778332,288227,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_5236,NGC5236,THINGS,False,True,63.360187499999995,0.42528348311571246,816481,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_5457,NGC5457,THINGS,False,True,62.54774999999999,0.41939306904920515,2626372,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_628,NGC628,THINGS,False,True,21.20737500000007,0.11966302653555345,626948,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_6946,NGC6946,THINGS,True,False,112.57944921874999,0.7821378030741433,647042,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_7331,NGC7331,THINGS,True,False,52.79790625000004,0.34870379538661855,79099,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_7793,NGC7793,THINGS,False,True,75.43396875000002,0.5128219964301911,280486,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
NGC_925,NGC925,THINGS,False,True,101.99387499999995,0.7053892343778657,196167,METR/SEC,normalized median mirrored left/right MOM1 velocity mismatch; MOM1 converted to km/s when needed
